LEARNERS,,LEARNERS.USER_CREDENTIALS_WILL_BE_SEND_SOON,User credentials will be sent soon,वापरकर्त्याचे क्रेडेन्शियल्स लवकरच पाठवले जातील,उपयोगकर्ता क्रेडेंशियल्स जल्द ही भेजे जाएंगे,ଉପଯୋଗକାରୀ ଆଇଡି ଶୀଘ୍ର ମେଳିବ,వినియోగదారు ఆధారాలు త్వరలో పంపబడతాయి,ಬಳಕೆದಾರರ ಮಾನ್ಯತೆಗಳನ್ನು ಶೀಘ್ರದಲ್ಲೇ ಕಳುಹಿಸಲಾಗುತ್ತದೆ,பயனர் உள்நுழைவு விவரங்கள் விரைவில் அனுப்பப்படும்,વપરાશકર્તા ઓળખની વિગતો ટૂંક સમયમાં મોકલવામાં આવશે,صارف کی اسناد جلد بھیجی جائیں گی
,,VILLAGE,Village,गाव,गाँव,ଗାଁ,గ్రామం,ಗ್ರಾಮ,கிராமம்,ગામ,دیہات
,,first_name,First Name,प्रथम नाव,पहला नाम,ପ୍ରଥମ ନାମ,మొదటి పేరు,ಮೊದಲ ಹೆಸರು,முதல் பெயர்,પ્રથમ નામ,پہلا نام
,,middle_name,Middle Name,मधले नाव,मध्य नाम,ମଧ୍ୟମ ନାମ,మధ్య పేరు,ಮಧ್ಯದ ಹೆಸರು,நடு பெயர்,મધ્ય નામ,درمیانی نام
,,last_name,Last Name,आडनाव,अंतिम नाम,ଶେଷ ନାମ,చివరి పేరు,ಕೊನೆಯ ಹೆಸರು,கடைசி பெயர்,અટક,آخری نام
,,dob,Date of Birth,जन्मतारीख,जन्म तिथि,ଜନ୍ମ ତାରିଖ,పుట్టిన తేదీ,ಜನ್ಮ ದಿನಾಂಕ,பிறந்த தேதி,જન્મ તારીખ,تاریخ پیدائش
,,WHATS_YOUR_GENDER,Gender,लिंग,लिंग,ଲିଙ୍ଗ,లింగం,ನಿಮ್ಮ ಲಿಂಗ,பாலினம்,લિંગ,جنس
,,Male,Male,पुरुष,पुरुष,ପୁରୁଷ,పురుషుడు,ಪುರುಷ,ஆண்,પુરુષ,مرد
,,Female,Female,स्त्री,महिला,ମହିଳା,స్త్రీ,ಸ್ತ್ರೀ,பெண்,સ્ત્રી,عورت
,,Transgender,Transgender,ट्रान्सजेंडर,ट्रांसजेंडर,ଟ୍ରାନ୍ସଜେଣ୍ଡର,ట్రాన్స్‌జెండర్,ಟ್ರಾನ್ಸ್‌ಜೆಂಡರ್,திருநங்கை,ટ્રાન્સજેન્ડર,ٹرانس جینڈر
,,email,Email,ईमेल,ईमेल,ଇମେଲ,ఈమెయిల్,ಇಮೇಲ್,மின்னஞ்சல்,ઇમેઇલ,ای میل
,,phone_number,Phone Number,फोन नंबर,फोन नंबर,ଫୋନ ନମ୍ବର,ఫోన్ నంబర్,ಫೋನ್ ಸಂಖ್ಯೆ,தொலைபேசி எண்,ફોન નંબર,فون نمبر
,,DESIGNATION,Designation,पदनाम,पदनाम,ପଦବୀ,హోదా,ಪದವಿ,பதவி,હોદ્દો,عہدہ
,,Facilitator,Facilitator,सुविधादाता,फैसिलिटेटर,ଫେସିଲେଟଟର,సులభతరం చేసే వ్యక్తి,ಸುಗಮಕಾರ,பெசிலிடேட்டர்,સુવિધાકર્તા,سہولت کار
,,MY_MAIN_SUBJECTS,My Main Subjects,माझे मुख्य विषय,मेरे मुख्य विषय,ମୋର ମୁଖ୍ୟ ବିଷୟଗୁଡ଼ିକ,నా ప్రధాన విషయాలు,ನನ್ನ ಮುಖ್ಯ ವಿಷಯಗಳು,எனது முக்கிய பாடங்கள்,મારા મુખ્ય વિષયો,میرے اہم مضامین
,,English,English,इंग्रजी,अंग्रेजी,ଇଂରାଜୀ,ఇంగ్లీష్,ಇಂಗ್ಲಿಷ್,ஆங்கிலம்,અંગ્રેજી,انگریزی
,,Home Science,Home Science,गृहविज्ञान,गृह विज्ञान,ଗୃହ ବିଜ୍ଞାନ,గృహ విజ్ఞానం,ಗೃಹ ವಿಜ್ಞಾನ,மனையியல்,ગૃહ વિજ્ઞાન,گھریلو سائنس
,,Math,Math,गणित,गणित,ଗଣିତ,గణితం,ಗಣಿತ,கணிதம்,ગણિત,ریاضی
,,Language,Language,भाषा,भाषा,ଭାଷା,భాష,ಭಾಷೆ,மொழி,ભાષા,زبان
,,Science,Science,विज्ञान,विज्ञान,ବିଜ୍ଞାନ,విజ్ఞానం,ವಿಜ್ಞಾನ,அறிவியல்,વિજ્ઞાન,سائنس
,,Social Science,Social Science,सामाजिक शास्त्र,सामाजिक विज्ञान,ସାମାଜିକ ବିଜ୍ଞାନ,సాంఘిక విజ్ఞానం,ಸಾಮಾಜಿಕ ವಿಜ್ಞಾನ,சமூக அறிவியல்,સામાજિક વિજ્ઞાન,سماجی سائنس
,,Life Skills,Life Skills,जीवन कौशल्य,जीवन कौशल,ଜୀବନ କୌଶଳ,జీవన నైపుణ్యాలు,ಜೀವನ ಕೌಶಲ್ಯಗಳು,வாழ்க்கைத் திறன்கள்,જીવન કૌશલ્ય,زندگی کے ہنر
,,SUBJECTS_I_TEACH,Subjects I Teach,मी शिकवतो त्या विषय,मैं जो विषय पढ़ाता हूँ,ମୁଁ ପଢ଼ାଉଥିବା ବିଷୟ,నేను బోధించే విషయాలు,ನಾನು ಕಲಿಸುವ ವಿಷಯಗಳು,நான் கற்பிக்கும் பாடங்கள்,હું જે વિષયો શીખવું છું,وہ مضامین جو میں پڑھاتا ہوں
,,MOTHER_NAME,Mother Name,आईचे नाव,माता का नाम,ମାତାଙ୍କ ନାମ,తల్లి పేరు,ತಾಯಿಯ ಹೆಸರು,தாயின் பெயர்,માતાનું નામ,ماں کا نام
,,HIGHEST_EDCATIONAL_QUALIFICATION_OR_LAST_PASSED_GRADE,Highest Educational Qualification or Last Passed Grade,उच्चतम शैक्षणिक पात्रता किंवा शेवटची उत्तीर्ण झालेली इयत्ता,उच्चतम शैक्षिक योग्यता या अंतिम पास की गई कक्षा,ସର୍ବୋଚ୍ଚ ଶୈକ୍ଷିକ ଯୋଗ୍ୟତା କିମ୍ବା ଶେଷ ପାସ କରାଯାଇଥିବା ଶ୍ରେଣୀ,అత్యధిక విద్యార్హత లేదా చివరిగా ఉత్తీర్ణత పొందిన గ్రేడ్,ಉನ್ನತ ಶೈಕ್ಷಣಿಕ ಅರ್ಹತೆ ಅಥವಾ ಕೊನೆಯದಾಗಿ ಉತ್ತೀರ್ಣಗೊಂಡ ಗ್ರೇಡ್,உயர்ந்த கல்வித் தகுதி அல்லது கடைசியாக தேர்ச்சி பெற்ற தரம்,ઉચ્ચતમ શૈક્ષણિક યોગ્યતા અથવા છેલ્લું પાસ થયેલ ગ્રેડ,اعلیٰ تعلیمی قابلیت یا آخری پاس کردہ گریڈ
,,MARITAL_STATUS,Marital Status,वैवाहिक स्थिती,वैवाहिक स्थिति,ବୈବାହିକ ସ୍ଥିତି,వైవాహిక స్థితి,ವೈವಾಹಿಕ ಸ್ಥಿತಿ,திருமண நிலை,વૈવાહિક સ્થિતિ,ازدواجی حیثیت
,,TYPE_OF_PHONE_AVAILABLE,Type of Phone Available,उपलब्ध फोनचा प्रकार,उपलब्ध फोन का प्रकार,ଉପଲବ୍ଧ ଫୋନର ପ୍ରକାର,అందుబాటులో ఉన్న ఫోన్ రకం,ಲಭ್ಯವಿರುವ ಫೋನ್‌ನ ಪ್ರಕಾರ,கிடைக்கும் தொலைபேசியின் வகை,ઉપલબ્ધ ફોનનો પ્રકાર,دستیاب فون کی قسم
,,Smartphone,Smartphone,स्मार्टफोन,स्मार्टफोन,ସ୍ମାର୍ଟଫୋନ,స్మార్ట్‌ఫోన్,ಸ್ಮಾರ್ಟ್‌ಫೋನ್,ஸ்மார்ட்ஃபோன்,સ્માર્ટફોન,اسمارٹ فون
,,Keypad,Keypad,कीपॅड,कीपैड,କୀପ୍ୟାଡ,కీప్యాడ్,ಕೀಪ್ಯಾಡ್,பட்டன் போன்,કીપેડ,کی پیڈ
,,DOES_THIS_PHONE_BELONG_TO_YOU,Does This Phone Belong to You?,हा फोन तुमचा आहे का?,क्या यह फोन आपका है?,ଏହି ଫୋନ କ’ଣ ଆପଣଙ୍କର?,ఈ ఫోన్ మీదేనా?,ಈ ಫೋನ್ ನಿಮ್ಮದೇ?,இந்த தொலைபேசி உங்களுடையதா?,શું આ ફોન તમારો છે?,کیا یہ فون آپ کا ہے؟
,,USERNAME,Username,वापरकर्ता नाव,उपयोगकर्ता नाम,ଉପଭୋକ୍ତା ନାମ,వినియోగదారు పేరు,ಬಳಕೆದಾರ ಹೆಸರು,பயனர் பெயர்,વપરાશકર્તા નામ,صارف نام
,,NAME_OF_GUARDIAN,Name of Guardian,पालकाचे नाव,अभिभावक का नाम,ଅଭିଭାବକଙ୍କ ନାମ,సంరక్షకుని పేరు,ಪಾಲಕರ ಹೆಸರು,பாதுகாவலரின் பெயர்,વાલીનું નામ,سرپرست کا نام
,,RELATION_WITH_GUARDIAN,Relation with Guardian,पालकाशी संबंध,अभिभावक के साथ संबंध,ଅଭିଭାବକଙ୍କ ସହ ସମ୍ପର୍କ,సంరక్షకునితో సంబంధం,ಪಾಲಕರೊಂದಿಗಿನ ಸಂಬಂಧ,பாதுகாவலருடனான உறவு,વાલી સાથેનો સંબંધ,سرپرست کے ساتھ تعلق
,,PARENT_GUARDIAN_PHONE_NO,Parent/Guardian Phone Number,पालक/संरक्षकाचा फोन नंबर,माता-पिता/अभिभावक का फोन नंबर,ପିତାମାତା/ଅଭିଭାବକଙ୍କ ଫୋନ ନମ୍ବର,తల్లిదండ్రులు/సంరక్షకుల ఫోన్ నంబర్,ಪೋಷಕ/ಪಾಲಕರ ಫೋನ್ ಸಂಖ್ಯೆ,பெற்றோர்/பாதுகாவலர் தொலைபேசி எண்,માતા-પિતા/વાલીનો ફોન નંબર,والدین/سرپرست کا فون نمبر
,,WHAT_IS_YOUR_PREFERRED_MODE_OF_LEARNING,What is Your Preferred Mode of Learning?,तुमचा पसंतीचा शिक्षणाचा प्रकार कोणता आहे?,आपका पसंदीदा शिक्षण मोड क्या है?,ଆପଣଙ୍କ ପସନ୍ଦର ଶିକ୍ଷା ଭାବ କେଉଁଟି ?,మీకు నచ్చిన అభ్యాస విధానం ఏమిటి?,ನಿಮ್ಮ ಆದ್ಯತೆಯ ಕಲಿಕೆಯ ವಿಧಾನ ಯಾವುದು?,உங்களுக்கு விருப்பமான கற்றல் முறை என்ன?,તમારું પસંદીદા શિક્ષણ મોડ શું છે?,آپ کا ترجیحی تعلیمی طریقہ کیا ہے؟
,,REASON_FOR_DROP_OUT_FROM_SCHOOL,Reason for drop out from School,शाळेतून ड्रॉपआउट होण्याचे कारण,स्कूल से ड्रॉपआउट का कारण,ବିଦ୍ୟାଳୟ  ଡ୍ରପଆଉଟର କାରଣ,పాఠశాల నుండి మానేయడానికి కారణం,ಶಾಲೆಯಿಂದ ಬಿಟ್ಟುಹೋಗುವ ಕಾರಣ,பள்ளியிலிருந்து இடைநிறுத்தத்திற்கான காரணம்,શાળામાંથી ડ્રોપઆઉટનું કારણ,اسکول سے ڈراپ آؤٹ کی وجہ
,,ARE_YOU_CURRENTLY_WORKING_IF_YES_CHOOSE_THE_DOMAIN,"Are You Currently Working? If Yes, Choose the Domain","तुम्ही सध्या काम करत आहात का? जर होय, तर डोमेन निवडा","क्या आप वर्तमान में काम कर रहे हैं? यदि हाँ, तो डोमेन चुनें","ଆପଣ ବର୍ତ୍ତମାନ କାମ କରୁଛନ୍ତି କି? ଯଦି ହଁ, ତେବେ କ୍ଷେତ୍ର  ଚୟନ କରନ୍ତୁ","మీరు ప్రస్తుతం పనిచేస్తున్నారా? అవును అయితే, డొమైన్‌ను ఎంచుకోండి","ನೀವು ಪ್ರಸ್ತುತ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಹೌದಾದರೆ, ಡೊಮೇನ್ ಆಯ್ಕೆಮಾಡಿ","நீங்கள் தற்போது வேலை செய்கிறீர்களா? ஆம் எனில், டொமைனைத் தேர்ந்தெடு","શું તમે હાલમાં કામ કરી રહ્યા છો? જો હા, તો ડોમેન પસંદ કરો",کیا آپ فی الحال کام کر رہے ہیں؟ اگر ہاں، تو ڈومین منتخب کریں
,,WHAT_DO_YOU_WANT_TO_BECOME,What do you want to become?,तुम्हाला काय बनायचे आहे?,आप क्या बनना चाहते हैं?,ଆପଣ କ’ଣ ହେବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఏమి కావాలనుకుంటున్నారు?,ನೀವು ಏನಾಗಲು ಬಯಸುತ್ತೀರಿ?,நீங்கள் என்ன ஆக ஆசைப்படுகிறீர்கள்?,તમે શું બનવા માંગો છો?,آپ کیا بننا چاہتے ہیں؟
,,UNMARRIED,Unmarried,अविवाहित,अविवाहित,ଅବିବାହିତ,అవివాహితుడు,ಅವಿವಾಹಿತ,திருமணமாகாதவர்,અપરિણીત,غیر شادی شدہ
,,MARRIED,Married,विवाहित,विवाहित,ବିବାହିତ,వివాహితుడు,ವಿವಾಹಿತ,திருமணமானவர்,પરિણીત,شادی شدہ
,,DIVORCED,Divorced,घटस्फोटित,तलाकशुदा,ବିବାହ ବିଚ୍ଛେଦ,విడాకులు పొందిన,ವಿಚ್ಛೇದಿತ,விவாகரத்து,છૂટાછેડા,طلاق یافتہ
,,SELF_PLACED,Self Placed,स्वयं-नियोजित,स्व-नियोजित,ସ୍ୱୟଂ ନିଯୁକ୍ତ,సొంతంగా ఉంచుకున్నారు,ಸ್ವಯಂ-ನಿಯೋಜಿತ,சுய வேலை,સ્વ-નિયોજિત,خود ملازمت
,,REMOTE,Remote,दूरस्थ,रिमोट,ରିମୋଟ,సుదూర,ರಿಮೋಟ್,ரிமோட்,દૂરસ્થ,ریموٹ
,,REGULAR,Regular,नियमित,ऑफलाइन,ନିୟମିତ,సాధారణ,ನಿಯಮಿತ,ரெகுலர்,નિયમિત,باقاعدہ
,,SCHOOL_INACCESSIBLE,School inaccessible,शाळा अप्राप्य,स्कूल तक पहुँच नहीं,ବିଦ୍ୟାଳୟ ଅପହଞ୍ଚ,పాఠశాల అందుబాటులో లేదు,ಶಾಲೆಗೆ ಪ್ರವೇಶವಿಲ್ಲ,பள்ளியை அணுக முடியாத நிலை,શાળા સુલભ નથી,اسکول تک رسائی نہیں
,,FINANCIAL_CONSTRAINTS,Financial Constraints,आर्थिक अडचणी,वित्तीय बाधाएँ,ଆର୍ଥିକ ବାଧା,ఆర్థిక పరిమితులు,ಆರ್ಥಿಕ ಸೀಮಿತತೆಗಳು,பண சிக்கல்கள்,આર્થિક અડચણો,مالیاتی رکاوٹیں
,,LACK_OF_INTEREST,Lack of Interest,स्वारस्याचा अभाव,रुचि की कमी,ଆଗ୍ରହର ଅଭାବ,ఆసక్తి లేకపోవడం,ಆಸಕ್ತಿಯ ಕೊರತೆ,ஆர்வமின்மை,રુચિનો અભાવ,دلچسپی کی کمی
,,FAMILY_RESPONSIBILITIES,Family responsibilities,कौटुंबिक जबाबदाऱ्या,पारिवारिक जिम्मेदारियाँ,ପାରିବାରିକ ଦାୟିତ୍ୱ,కుటుంబ బాధ్యతలు,ಕುಟುಂಬದ ಜವಾಬ್ದಾರಿಗಳು,குடும்ப பொறுப்புகள்,કૌટુંબિક જવાબદારીઓ,خاندانی ذمہ داریاں
,,FAILED,Failed,अयशस्वी,असफल,ଅସଫଳ,విఫలమైంది,ವಿಫಲಗೊಂಡ,தோல்வி,નિષ્ફળ,ناکام
,,ILLNESS,Illness,आजारीपणा,बीमारी,ରୋଗ,అనారోగ్యం,ಅನಾರೋಗ್ಯ,நோய்,બીમારી,بیماری
,,MARRIAGE,Marriage,विवाह,विवाह,ବିବାହ,వివాహం,ವಿವಾಹ,திருமணம்,લગ્ન,شادی
,,MIGRATION,Migration,स्थलांतर,प्रवास,ପ୍ରବାସ,వలస,ವಲಸೆ,புலம்பெயர்தல்,સ્થળાંતર,ہجرت
,,STARTED_VOCATIONAL_COURSE,Started vocational course,व्यावसायिक अभ्यासक्रम सुरू केला,वोकेशनल कोर्स शुरू किया,ବୃତ୍ତିଗତ ପାଠ୍ୟକ୍ରମ ଆରମ୍ଭ କରିଛି,వృత్తి విద్యా కోర్సు ప్రారంభించారు,ವೃತ್ತಿಪರ ಕೋರ್ಸ್ ಪ್ರಾರಂಭಿಸಿದ,தொழிற்கல்வி பயிற்சி தொடங்கப்பட்டது,વ્યાવસાયિક કોર્સ શરૂ કર્યો,ووکیشنل کورس شروع کیا
,,STARTED_JOB,Started a job,नोकरी सुरू केली,नौकरी शुरू की,ଚାକିରି ଆରମ୍ଭ କରିଛି,ఉద్యోగం ప్రారంభించారు,ಕೆಲಸ ಪ್ರಾರಂಭಿಸಿದ,வேலை தொடங்கப்பட்டது,નોકરી શરૂ કરી,نوکری شروع کی
,,SCHOOL_CLOSURE_DUE_TO_COVID,School closure due to covid,कोविडमुळे शाळा बंद,कोविड के कारण स्कूल बंद,କୋଭିଡ କାରଣରୁ ବିଦ୍ୟାଳୟ ବନ୍ଦ,కోవిడ్ కారణంగా పాఠశాల మూసివేత,ಕೋವಿಡ್‌ನಿಂದಾಗಿ ಶಾಲೆ ಮುಚ್ಚಲಾಗಿದೆ,கோவிட் காரணமாக பள்ளி மூடல்,કોવિડને કારણે શાળા બંધ,کووڈ کی وجہ سے اسکول بند
,,ENROLLED_IN_EDUCATIONAL_INSTITUTE,Enrolled in educational institute,शैक्षणिक संस्थेत नोंदणीकृत,शैक्षिक संस्थान में नामांकित,ଶୈକ୍ଷିକ ଅନୁଷ୍ଠାନରେ ନାମାଙ୍କିତ,విద్యా సంస్థలో చేరారు,ಶೈಕ್ಷಣಿಕ ಸಂಸ್ಥೆಯಲ್ಲಿ ಸೇರಿಕೊಂಡ,கல்வி நிறுவனத்தில் பதிவு செய்யப்பட்டவர்,શૈક્ષણિક સંસ્થામાં નોંધણી,تعلیمی ادارے میں داخلہ
,,OWN_FARMING,Own farming,स्वतःची शेती,स्वयं की खेती,ନିଜ ଚାଷ,సొంత వ్యవసాయం,ಸ್ವಂತ ಕೃಷಿ,சொந்த விவசாயம்,પોતાની ખેતી,خود کی کاشتکاری
,,AGRICULTURAL_FARM_LABORER,Agricultural farm laborer,कृषी मजूर,कृषि मजदूर,କୃଷି ଶ୍ରମିକ,వ్యవసాయ కూలీ,ಕೃಷಿ ಕಾರ್ಮಿಕ,விவசாய தொழிலாளி,કૃષિ મજૂર,زرعی مزدور
,,NON_AGRICULTURAL_LABORER,Non-agricultural laborer,गैर-कृषी मजूर,गैर-कृषि मजदूर,ଅଣକୃଷି ଶ୍ରମିକ,వ్యవసాయేతర కూలీ,ಕೃಷಿಯೇತರ ಕಾರ್ಮಿಕ,விவசாயமல்லாத தொழிலாளி,બિન-કૃષિ મજૂર,غیر زرعی مزدور
,,SALARIED_WORK,Salaried work,वेतनभोगी काम,वेतनभोगी कार्य,ବେତନଭୋଗୀ କାର୍ଯ୍ୟ,జీతంతో పని,ವೇತನದ ಕೆಲಸ,சம்பள வேலை,પગારદાર કામ,تنخواہ دار کام
,,SELF_EMPLOYMENT,Self-employment,स्वयं-रोजगार,स्व-रोजगार,ସ୍ୱୟଂ ରୋଜଗାର,స్వయం ఉపాధి,ಸ್ವಯಂ-ರೋಜಗಾರ,சுய வேலைவாய்ப்பு,સ્વ-રોજગાર,خود روزگار
,,UNEMPLOYED_OR_DOMESTIC_WORK,Unemployed or Domestic Work,बेरोजगार किंवा घरगुती काम,बेरोजगार या घरेलू कार्य,ବେକାର କିମ୍ବା ଘରୋଇ କାର୍ଯ୍ୟ,నిరుద్యోగి లేదా ఇంటి పని,ನಿರುದ್ಯೋಗಿ ಅಥವಾ ಗೃಹ ಕೆಲಸ,வேலையில்லாதவர் அல்லது வீட்டு வேலை,બેરોજગાર અથવા ઘરેલું કામ,بے روزگار یا گھریلو کام
YOUTHNET_SURVEY,,NEW_SURVEY,New Survey,नवीन सर्वेक्षण,नया सर्वेक्षण,ନୂତନ ସର୍ଭେ,కొత్త సర్వే,ಹೊಸ ಸಮೀಕ್ಷೆ,புதிய சர்வே,નવો સર્વે,نیا سروے
YOUTHNET_SURVEY,,ASSIGN_VOLUNTEERS_NOW,Assign Volunteers Now,स्वयंसेवक आता असाइन करा,स्वयंसेवकों को अभी असाइन करें,ଏବେ ସ୍ୱେଚ୍ଛାସେବକଙ୍କୁ ନିଯୁକ୍ତ କରନ୍ତୁ,ఇప్పుడు వాలంటీర్లను కేటాయించండి,ಈಗ ಸ್ವಯಂಸೇವಕರನ್ನು ನಿಯೋಜಿಸಿ,இப்போது தன்னார்வலர்களை நியமிக்கவும்,હમણાં સ્વયંસેવકો સોંપો,ابھی رضاکاروں کو تفویض کریں۔
YOUTHNET_SURVEY,,REMIND_ME_LATER,Remind Me Later,मला नंतर आठवण करा,मुझे बाद में याद दिलाएं,ପରେ ମୋତେ ମନେ ପକାଇଦିଅନ୍ତୁ,నాకు తర్వాత గుర్తు చేయండి,ನಂತರ ನನಗೆ ನೆನಪಿಸಿ,பின்னர் எனக்கு நினைவூட்டு,મને પછી યાદ કરાવો,مجھے بعد میں یاد دلائیں۔
YOUTHNET_SURVEY,,NEW_SURVEY_HAS_BEEN_ADDED,A new survey '{{surveyName}}' has been added and has been assigned to {{villageCount}} villages,नवीन सर्वेक्षण '{{surveyName}}' जोडले गेले आहे आणि {{villageCount}} गावांना असाइन केले आहे,एक नया सर्वेक्षण '{{surveyName}}' जोड़ा गया है और {{villageCount}} गांवों को असाइन किया गया है,ଏକ ନୂତନ ସର୍ଭେ '{{surveyName}}' ଯୋଡାଯାଇଛି ଏବଂ {{villageCount}} ଗ୍ରାମକୁ ନିଯୁକ୍ତ କରାଯାଇଛି,{{surveyName}}' అనే కొత్త సర్వే జోడించబడింది మరియు '{{villageCount}}' గ్రామాలకు కేటాయించబడింది,{{surveyName}}' ಎಂಬ ಹೊಸ ಸಮೀಕ್ಷೆಯನ್ನು ಸೇರಿಸಲಾಗಿದೆ ಮತ್ತು ಅದನ್ನು {{villageCount}} ಗ್ರಾಮಗಳಿಗೆ ನಿಯೋಜಿಸಲಾಗಿದೆ,ஒரு புதிய கணக்கெடுப்பு '{{surveyName}}' சேர்க்கப்பட்டுள்ளது மற்றும் {{villageCount}} கிராமங்களுக்கு ஒதுக்கப்பட்டுள்ளது,એક નવો સર્વે '{{surveyName}}' ઉમેરવામાં આવ્યો છે અને {{villageCount}} ગામોને સોંપવામાં આવ્યો છે,ایک نیا سروے '{{surveyName}}' شامل کیا گیا ہے اور اسے {{villageCount}} گاؤں کو تفویض کیا گیا ہے۔
YOUTHNET_SURVEY,,ASSIGN_VOLUNTEERS_TO_ENSURE,Assign Volunteers to ensure they can access the survey,स्वयंसेवकांना असाइन करा जेणेकरून ते सर्वेक्षण पर्यंत प्रवेश करू शकतील,यह सुनिश्चित करने के लिए स्वयंसेवकों को असाइन करें कि वे सर्वेक्षण तक पहुंच सकें,ସର୍ଭେରେ ପହଞ୍ଚିବା ନିଶ୍ଚିତ କରିବା ପାଇଁ ସ୍ଵେଚ୍ଛାସେବକଙ୍କୁ ନିଯୁକ୍ତ କରନ୍ତୁ,సర్వేను యాక్సెస్ చేయగలరని నిర్ధారించుకోవడానికి వాలంటీర్లను కేటాయించండి,ಸಮೀಕ್ಷೆಯನ್ನು ಪ್ರವೇಶಿಸಲು ಸ್ವಯಂಸೇವಕರನ್ನು ನಿಯೋಜಿಸಿ,கருத்துக்கணிப்பைச் செயல்படுத்த தன்னார்வலர்களை நியமிக்கவும்,સ્વયંસેવકોને સોંપો જેથી તેઓ સર્વેક્ષણનો લાભ લઈ શકે,رضاکاروں کو اس بات کو یقینی بنانے کے لیے تفویض کریں کہ وہ سروے تک رسائی حاصل کر سکیں
YOUTHNET_SURVEY,,SURVEY,Surveys,सर्वेक्षण,सर्वे,ସର୍ଭେ,సర్వేలు,ಸಮೀಕ್ಷೆಗಳು,சர்வே,સર્વેક્ષણ,سروے
YOUTHNET_DASHBOARD,,VILLAGES_MANAGED_BY_YOU,Villages Managed by you : {{totalVillageCount}},तुमच्याकडून व्यवस्थापित गाव : {{totalVillageCount}},आपके द्वारा प्रबंधित गांव : {{totalVillageCount}},ଆପଣଙ୍କ ଦ୍ୱାରା ପରିଚାଳିତ ଗ୍ରାମ: {{totalVillageCount}},మీరు నిర్వహించే గ్రామాలు: '{{totalVillageCount}}' గ్రామాలు,ನೀವು ನಿರ್ವಹಿಸುವ ಹಳ್ಳಿಗಳು : {{totalVillageCount}},உங்களால் நிர்வகிக்கப்படும் கிராமங்கள்: {{totalVillageCount}},તમારા દ્વારા સંચાલિત ગામો: {{totalVillageCount}},آپ کے زیر انتظام گاؤں : {{totalVillageCount}}
YOUTHNET_DASHBOARD,,VILLAGES,Villages,गावे,गाँव,ଗ୍ରାମ,గ్రామాలు,ಗ್ರಾಮಗಳು,கிராமங்கள்,ગામડાઓ,دیہات
YOUTHNET_DASHBOARD,,MONTHLY_REGISTRATIONS_OVERVIEW,Monthly Registrations Overview,मासिक नोंदणींचा आढावा,मासिक पंजीकरण अवलोकन,ମାସିକ ପଞ୍ଜିକରଣ ସାରାଂଶ,నెలవారీ నమోదుల స్థూలదృష్టి,ಮಾಸಿಕ ನೋಂದಣಿಗಳ ಅವಲೋಕನ,மாதாந்திர பதிவுகள் கண்ணோட்டம்,માસિક નોંધણીઓનો ઝાંખી,ماہانہ رجسٹریشن کا جائزہ
YOUTHNET_DASHBOARD,,CLOSED_ON,Closed on,बंद,बंद हो गया,ବନ୍ଦ,దీనిపై మూసివేయబడింది,ಮುಗಿದ ದಿನಾಂಕ,மூடப்பட்டது,બંધ,پر بند
YOUTHNET_DASHBOARD,,MANAGES,Manages,व्यवस्थापन करते,प्रबंधन करता/करती है,ପରିଚାଳନା କରନ୍ତି,నిర్వహిస్తుంది,ನಿರ್ವಹಿಸುತ್ತದೆ,நிர்வகிக்கிறது,સંચાલન કરે છે,نگرانی کرتا ہے
YOUTHNET_DASHBOARD,,ABOVE_18,Over 18 Registrations,18 पेक्षा जास्त,18 वर्ष से अधिक पंजीकरण,18 ରୁ ଉପରେ,18 ఏళ్లు పైబడిన నమోదులు,18 ವರ್ಷ ಮೇಲ್ಪಟ್ಟವರ ನೋಂದಣಿಗಳು,18 வயதுக்கு மேற்பட்ட பதிவுகள்,18 વર્ષથી ઉપરની નોંધણી,18 سال سے زیادہ عمر کی رجسٹریشنز
YOUTHNET_DASHBOARD,,BELOW_18,Under 18 Registrations,18 पेक्षा कमी,18 वर्ष से कम पंजीकरण,18 ରୁ ତଳେ,18 ఏళ్ల లోపు నమోదులు,18 ವರ್ಷದೊಳಗಿನವರ ನೋಂದಣಿಗಳು,18 வயதுக்கு குறைவான பதிவுகள்,18 વર્ષથી નીચે ની નોંધણી,18 سال سے کم عمر کی رجسٹریشنز
YOUTHNET_DASHBOARD,,VLLAGE,गाव,गाँव,गाँव,ଗାଁ,గ్రామం,ಗ್ರಾಮ,கிராமம்,ગામ,گاؤں
YOUTHNET_DASHBOARD,,YOUTH_VOLUNTEERS,Youth / Volunteer,युवा / स्वयंसेवक,युवक/स्वयंसेवक,ଯୁବକ/ସ୍ୱେଚ୍ଛାସେବକ,యువత / వాలంటీర్,ಯುವತ್  /ಸ್ವಯಂಸೇವಕರು,இளைஞர்கள்/தன்னார்வலர்கள்,યુવાનો/સ્વયંસેવકો,نوجوان / رضاکار
YOUTHNET_DASHBOARD,,VILLAGES_AND_YOUTH,Village and Youth,गाव आणि युवक,गाँव और युवा,ଗାଁ ଓ ଯୁବକ,గ్రామం మరియు యువత,ಗ್ರಾಮ ಮತ್ತು ಯುವತ್,கிராமம் மற்றும் இளைஞர்கள்,ગામડા અને યુવાનો,گاؤں اور نوجوان
