AI,,PERCENTAGE,Percentage,टक्केवारी,प्रतिशत,ଶତକଡା,శాతం,ಶೇಕಡ,சதவீதம்,ટકા,فیصد
AI,,STUDENT_ANSWER,Student Answer,विद्यार्थ्याचे उत्तर,छात्र का उत्तर,ଛାତ୍ରଙ୍କ ଉତ୍ତର,విద్యార్థి సమాధానం,ವಿದ್ಯಾರ್ಥಿಯ ಉತ್ತರ,மாணவர் பதில்,વિધર્થીના જવાબ,طالب علم کا جواب
AI,,AI_EXPLANATION_LABEL,AI Explanation,एआय स्पष्टीकरण,AI द्वारा व्याख्या (रिस्पांस),AI ବ୍ୟାଖ୍ୟା,AI వివరణ,AI ವಿವರಣೆ,AI விளக்கம்,AI  સમજૂતી,AI وضاحت
AI,,GENERATED_ON,Generated on {{date}},तयार केलेले दिनांक: {{date}},{{date}} को तैयार किया गया,{{date}} ରେ ସୃଷ୍ଟି ହୋଇଛି,{{date}} న రూపొందించబడింది,{{date}} ರಂದು ರಚಿಸಲಾಗಿದೆ,உருவாக்கப்பட்ட தேதி: {{date}},{{date}} ના રોજ જનરેટ કરેલ,{{date}} کو تیار کیا گیا
AI,,PAGE_LABEL,Page {{pageNumber}} of {{totalPages}},पृष्ठ {{pageNumber}} पैकी {{totalPages}},पेज {{pageNumber}} / {{totalPages}},{{totalPages}} ମଧ୍ୟରୁ {{pageNumber}} ପୃଷ୍ଠା,{{totalPages}} లోని {{pageNumber}}వ పేజీ,ಪುಟ {{totalPages}} ದಲ್ಲಿ { pageNumber}},பக்கம் {{pageNumber}} / {{totalPages}},{{totalPages}} માંથી {{pageNumber}} પાનું,صفحہ {{pageNumber}} از {{totalPages}}
AI,,TAKE_PHOTO,Take Photo,फोटो काढा,फोटो लें,ଫଟୋ ଉଠାନ୍ତୁ,ఫోటో తీయండి,ಫೋಟೋ ತೆಗೆಯಿರಿ,புகைப்படம் எடுக்கவும்,ફોટો પાડો,تصویر لیں
AI,,LOADING_CAMERA,Loading camera...,कॅमेरा लोड होत आहे...,कैमरा लोड हो रहा है...,କ୍ୟାମେରା ଲୋଡ୍ ହେଉଛି...,కెమెరా లోడ్ అవుతోంది...,ಕ್ಯಾಮೆರಾ ಲೋಡ್ ಆಗುತ್ತಿದೆ...,கேமரா லோடாகிறது...,કૅમેરો લોડ કરી રહ્યું છે...,کیمرہ لوڈ ہو رہا ہے...
AI,,UPLOADING,Uploading...,अपलोड होत आहे...,अपलोड हो रहा है...,ଅପଲୋଡ୍ ହେଉଛି...,అప్‌లోడ్ అవుతోంది...,ಅಪ್‌ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ...,அப்லோட் ஆகிறது...,લોડ કરી રહ્યું છે...,اپ لوڈ ہو رہا ہے...
AI,,MAX_IMAGES,Max {{count}} Images,कमाल {{count}} प्रतिमा,अधिकतम {{count}} तस्वीरें,ସର୍ବାଧିକ {{count}} ପ୍ରତିଛବି,గరిష్ట {{count}} చిత్రాలు,ಲೆಕ್ಕ{{count}} ಹಾಕಿ,அதிகபட்சம் {{count}} படங்கள்,મહત્તમ {{count}} ફોટો,زیادہ سے زیادہ {{count}} تصاویر
AI,,TAKE_A_PHOTO,Take A Photo,फोटो घ्या,फोटो लें,ଗୋଟିଏ ଫଟୋ ଉଠାନ୍ତୁ,ఫోటో తీయండి,ಫೋಟೋ ತೆಗೆಯಿರಿ,புகைப்படம் எடுக்கவும்,ફોટો પાડો,ایک تصویر لیں۔
AI,,UPLOAD_A_PHOTO,Upload A Photo,फोटो अपलोड करा,फोटो अपलोड करें,ଏକ ଫଟୋ ଅପଲୋଡ୍ କରନ୍ତୁ,ఫోటోను అప్‌లోడ్ చేయండి,ಫೋಟೋ ಅಪ್‌ಲೋಡ್ ಮಾಡಿ,புகைப்படம் அப்லோட் செய்யவும்,ફોટો અપલોડ કરો,ایک تصویر اپ لوڈ کریں۔
AI,,SUBMITTING,Submitting...,सबमिट करत आहे...,सबमिट हो रहा है...,ସବମିଟ  କରାଯାଉଛି...,సమర్పిస్తోంది...,ಸಲ್ಲಿಸಲಾಗುತ್ತಿದೆ...,சமர்ப்பிக்கப்படுகிறது...,સબમિટ કરી રહ્યું છે...,جمع کر رہا ہے...
AI,,UPLOADING_FILES,Uploading Files...,फाइल्स अपलोड होत आहेत...,फाइलें अपलोड हो रही हैं...,ଫାଇଲଗୁଡ଼ିକ ଅପଲୋଡ୍ ହେଉଛି...,ఫైళ్లను అప్‌లోడ్ చేస్తోంది...,ಫೈಲ್‌ಗಳನ್ನು ಅಪ್‌ಲೋಡ್ ಮಾಡಲಾಗುತ್ತಿದೆ...,கோப்புகள் அப்லோட் ஆகின்றன...,ફાઇલો અપલોડ કરી રહ્યું છે...,فائلیں اپ لوڈ ہو رہی ہیں...
AI,,SAVE_AND_UPLOAD,Save and Upload,जतन करा आणि अपलोड करा,सेव करें और अपलोड करें,ସେଭ୍ କରି ଅପଲୋଡ୍ କରନ୍ତୁ,సేవ్ చేసి అప్‌లోడ్ చేయండి,ಸೇವ್ ಮತ್ತು ಅಪ್‌ಲೋಡ್ ಮಾಡಿ,சேமித்து அப்லோட் செய்யவும்,સેવ અને અપલોડ કરો,محفوظ کریں اور اپ لوڈ کریں۔
AI,,UPLOAD_LIMIT_EXCEEDED,You can only upload up to {{count}} images,तुम्ही फक्त {{count}} पर्यंतच फोटो अपलोड करू शकता.,आप अधिकतम {{count}} तस्वीरें ही अपलोड कर सकते हैं,ଆପଣ କେବଳ {{count}} ଟି ପର୍ଯ୍ୟନ୍ତ ଛବି ଅପଲୋଡ୍ କରିପାରିବେ।,మీరు గరిష్టంగా {{count}} చిత్రాలను మాత్రమే అప్‌లోడ్ చేయగలరు,ನೀವು (count) ಚಿತ್ರಗಳವರೆಗೆ ಮಾತ್ರ ಅಪ್‌ಲೋಡ್ ಮಾಡಬಹುದು,நீங்கள் அதிகபட்சம் {{count}} படங்கள் மட்டுமே அப்லோட் செய்யலாம்,તમે ફક્ત {{count}} ફોટો જ અપલોડ કરી શકો છો.,آپ صرف {{count}} تصاویر تک اپ لوڈ کر سکتے ہیں۔
AI,,INVALID_FILE_TYPE,"Please select valid image files (jpg, jpeg)","कृपया योग्य फोटो फाइल निवडा (jpg, jpeg).","कृपया सही इमेज फाइल (jpg, jpeg) चुनें","ଦୟାକରି ବୈଧ ଛବି ଫାଇଲ୍‌ଗୁଡ଼ିକ (jpg, jpeg) ଚୟନ କରନ୍ତୁ।","దయచేసి చెల్లుబాటు అయ్యే చిత్ర ఫైల్‌లను (jpg, jpeg) ఎంచుకోండి.","ದಯವಿಟ್ಟು ಮಾನ್ಯ ಇಮೇಜ್ ಫೈಲ್‌ಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ (jpg, jpeg)","சரியான பட கோப்புகளைத் தேர்ந்தெடுக்கவும் (jpg, jpeg)","કૃપા કરીને માન્ય ફોટો ફાઇલો (jpg, jpeg) પસંદ કરો.","براہ کرم درست تصویری فائلیں منتخب کریں (jpg, jpeg)"
AI,,FILE_SIZE_EXCEEDED,File exceeds 5MB limit. Please select a smaller file.,फाइल 5MB मर्यादेपेक्षा मोठी आहे. कृपया लहान फाइल निवडा.,फाइल 5MB से बड़ी है। कृपया छोटी फाइल चुनें।,ଫାଇଲ୍ 5MB ସୀମା ଅତିକ୍ରମ କରିଛି। ଦୟାକରି ଏକ ଛୋଟ ଫାଇଲ୍ ଚୟନ କରନ୍ତୁ।,ఫైల్ 5MB పరిమితిని మించిపోయింది. దయచేసి చిన్న ఫైల్‌ను ఎంచుకోండి.,ಫೈಲ್ 5MB ಮಿತಿಯನ್ನು ಮೀರಿದೆ. ದಯವಿಟ್ಟು ಚಿಕ್ಕ ಫೈಲ್ ಅನ್ನು ಆಯ್ಕೆಮಾಡಿ.,கோப்பு 5MB அளவை மீறுகிறது. சிறிய கோப்பைத் தேர்ந்தெடுக்கவும்,ફાઇલ 5MB ની મર્યાદા કરતાં વધુ છે. કૃપા કરીને એક નાની ફાઇલ પસંદ કરો.,فائل 5MB کی حد سے زیادہ ہے۔ براہ کرم ایک چھوٹی فائل منتخب کریں۔
AI,,IMAGES_UPLOADED_SUCCESS,Images uploaded successfully!,प्रतिमा यशस्वीरित्या अपलोड झाल्या आहेत!,तस्वीरें सफलतापूर्वक अपलोड हो गईं!,ପ୍ରତିଛବିଗୁଡିକ ସଫଳତାର ସହ ଅପଲୋଡ୍ ହୋଇଛି!,చిత్రాలు విజయవంతంగా అప్‌లోడ్ చేయబడ్డాయి!,ಚಿತ್ರಗಳನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಪ್‌ಲೋಡ್ ಮಾಡಲಾಗಿದೆ!,படங்கள் வெற்றிகரமாக அப்லோட் செய்யப்பட்டன,ફોટો સફળતાપૂર્વક અપલોડ થઈ!,تصاویر کامیابی کے ساتھ اپ لوڈ ہو گئیں!
AI,,UPLOAD_GALLERY_FAILED,Failed to upload images from gallery. Please try again.,गॅलरीमधून प्रतिमा अपलोड करण्यात अयशस्वी. कृपया पुन्हा प्रयत्न करा.,गैलरी से तस्वीरें अपलोड नहीं हो सकीं। कृपया फिर से कोशिश करें।,ଗ୍ୟାଲେରୀରୁ ଛବିଗୁଡ଼ିକ ଅପଲୋଡ୍ କରିବାରେ ବିଫଳ ହେଲା। ଦୟାକରି ପୁଣି ଚେଷ୍ଟା କରନ୍ତୁ।,గ్యాలరీ నుండి చిత్రాలను అప్‌లోడ్ చేయడంలో విఫలమయ్యాము. దయచేసి మళ్ళీ ప్రయత్నించండి.,ಗ್ಯಾಲರಿಯಿಂದ ಚಿತ್ರಗಳನ್ನು ಅಪ್‌ಲೋಡ್ ಮಾಡಲು ವಿಫಲವಾಗಿದೆ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,கேலரியில் இருந்து படங்களை அப்லோட் செய்ய முடியவில்லை. மீண்டும் முயற்சி செய்யவும்,ગેલેરીમાંથી ફોટો અપલોડ કરવામાં નિષ્ફળ થયા. કૃપા કરીને ફરી પ્રયાસ કરો.,گیلری سے تصاویر اپ لوڈ کرنے میں ناکام۔ براہ کرم دوبارہ کوشش کریں۔
AI,,PHOTO_CAPTURED_SUCCESS,Photo captured and uploaded successfully!,फोटो काढून यशस्वीरित्या अपलोड करण्यात आला आहे!,फोटो खींचकर सफलतापूर्वक अपलोड कर दी गई है!,ଫଟୋ କ୍ୟାପଚର୍‌ ଏବଂ ସଫଳତାର ସହ ଅପଲୋଡ୍‌ କରାଯାଇଛି!,ఫోటో విజయవంతంగా తీయబడింది మరియు అప్‌లోడ్ చేయబడింది!,ಫೋಟೋ ತೆಗೆದು ಯಶಸ್ವಿಯಾಗಿ ಅಪ್‌ಲೋಡ್ ಮಾಡಲಾಗಿದೆ!,புகைப்படம் எடுத்து வெற்றிகரமாக அப்லோட் செய்யப்பட்டது,ફોટો સફળતાપૂર્વક કેપ્ચર અને અપલોડ થયો!,تصویر حاصل کی گئی اور کامیابی کے ساتھ اپ لوڈ ہو گئی!
AI,,CAMERA_UPLOAD_FAILED,Failed to upload image from camera. Please try again.,कॅमेऱ्यातून प्रतिमा अपलोड करण्यात अयशस्वी. कृपया पुन्हा प्रयत्न करा.,कैमरे से फोटो अपलोड नहीं हो सकी। कृपया फिर से कोशिश करें।,କ୍ୟାମେରାରୁ ଇମେଜ୍ ଅପଲୋଡ୍ ହୋଇପାରିଲା ନାହିଁ। ଦୟାକରି ପୁଣି ଚେଷ୍ଟା କରନ୍ତୁ।,కెమెరా నుండి చిత్రాన్ని అప్‌లోడ్ చేయడంలో విఫలమయ్యాము. దయచేసి మళ్ళీ ప్రయత్నించండి.,ಕ್ಯಾಮೆರಾದಿಂದ ಚಿತ್ರವನ್ನು ಅಪ್‌ಲೋಡ್ ಮಾಡಲು ವಿಫಲವಾಗಿದೆ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,கேமராவில் இருந்து படத்தை அப்லோட் செய்ய முடியவில்லை. மீண்டும் முயற்சி செய்யவும்,કૅમેરામાંથી ફોટો અપલોડ કરવામાં નિષ્ફળ. કૃપા કરીને ફરી પ્રયાસ કરો.,کیمرے سے تصویر اپ لوڈ کرنے میں ناکام۔ براہ کرم دوبارہ کوشش کریں۔
AI,,MISSING_REQUIRED_PARAMS,Missing required parameters. Please try again.,आवश्यक घटक उपलब्ध नाहीत. कृपया पुन्हा प्रयत्न करा.,जरूरी जानकारी पूरी नहीं है। कृपया फिर से कोशिश करें।,ଆବଶ୍ୟକୀୟ ପାରାମିଟରଗୁଡ଼ିକ ମିଳୁନାହିଁ। ଦୟାକରି ପୁଣି ଚେଷ୍ଟା କରନ୍ତୁ।,అవసరమైన పారామీటర్లు లేవు. దయచేసి మళ్ళీ ప్రయత్నించండి.,ಅಗತ್ಯವಿರುವ ಪ್ಯಾರಾಮೀಟರ್‌ಗಳು ಕಾಣೆಯಾಗಿವೆ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,தேவையான விவரங்கள் இல்லை. மீண்டும் முயற்சி செய்யவும்,જરૂરી પરિમાણો ખૂટે છે. કૃપા કરીને ફરી પ્રયાસ કરો.,مطلوبہ پیرامیٹرز غائب ہیں۔ براہ کرم دوبارہ کوشش کریں۔
AI,,UPLOAD_ONE_IMAGE_FIRST,Please upload at least one image before submitting.,कृपया सबमिट करण्यापूर्वी किमान एक प्रतिमा अपलोड करा.,सबमिट करने से पहले कम से कम एक फोटो अपलोड करें।,ସବମିଟ  କରିବା ପୂର୍ବରୁ ଦୟାକରି ଅତି କମରେ ଗୋଟିଏ ଚିତ୍ର ଅପଲୋଡ୍ କରନ୍ତୁ।,సమర్పించే ముందు కనీసం ఒక చిత్రాన్ని అప్‌లోడ్ చేయండి.,ಸಲ್ಲಿಸುವ ಮೊದಲು ಕನಿಷ್ಠ ಒಂದು ಚಿತ್ರವನ್ನು ಅಪ್‌ಲೋಡ್ ಮಾಡಿ.,சமர்ப்பிப்பதற்கு முன் குறைந்தது ஒரு படத்தை அப்லோட் செய்யவும்,સબમિટ કરતા પહેલા કૃપા કરીને ઓછામાં ઓછામાં ઓછો એક ફોટો અપલોડ કરો.,براہ کرم جمع کرانے سے پہلے کم از کم ایک تصویر اپ لوڈ کریں۔
AI,,ANSWER_SHEET_SUBMITTED,Answer sheet submitted successfully!,उत्तरपत्रिका यशस्वीरित्या सबमिट करण्यात आली आहे!,उत्तर-पुस्तिका सफलतापूर्वक जमा ( सबमिट) हो गई!,ଉତ୍ତର ପତ୍ର ସଫଳତାର ସହ ଦାଖଲ ହୋଇଛି!,జవాబు పత్రం విజయవంతంగా సమర్పించబడింది!,ಉತ್ತರ ಪತ್ರಿಕೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಸಲ್ಲಿಸಲಾಗಿದೆ!,பதில் தாள் வெற்றிகரமாக சமர்ப்பிக்கப்பட்டது,આન્સર શીટ  સફળતાપૂર્વક સબમિટ થઈ.,جوابی شیٹ کامیابی کے ساتھ جمع کر دی گئی!
AI,,SUBMIT_ANSWER_SHEET_FAILED,Failed to submit answer sheet. Please try again.,उत्तरपत्रिका सादर करण्यात अयशस्वी. कृपया पुन्हा प्रयत्न करा.,उत्तर-पुस्तिका जमा  ( सबमिट) नहीं हो सकी। कृपया फिर से कोशिश करें।,ଉତ୍ତର ପତ୍ର ଦାଖଲ କରିବାରେ ବିଫଳ ହେଲା। ଦୟାକରି ପୁଣି ଚେଷ୍ଟା କରନ୍ତୁ।,జవాబు పత్రం సమర్పించడంలో విఫలమయ్యారు. దయచేసి మళ్ళీ ప్రయత్నించండి.,ಉತ್ತರ ಪತ್ರಿಕೆಯನ್ನು ಸಲ್ಲಿಸಲು ವಿಫಲವಾಗಿದೆ. ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.,பதில் தாளை சமர்ப்பிக்க முடியவில்லை. மீண்டும் முயற்சி செய்யவும்,આન્સર શીટ સબમિટ કરવામાં નિષ્ફળ. કૃપા કરીને ફરી પ્રયાસ કરો.,جوابی پرچہ جمع کرانے میں ناکام۔ براہ کرم دوبارہ کوشش کریں۔
AI,,PAPER_LABEL,Paper:,पेपर:,पेपर:,କାଗଜ:,కాగితం:,ಪೇಪರ್,வினாத்தாள்,પેપર,پرچہ:
AI,,MAX_MARKS,Max Marks:,जास्तीत जास्त गुण:,अधिकतम अंक:,ସର୍ବାଧିକ ଚିହ୍ନ:,గరిష్ట మార్కులు:,ಗರಿಷ್ಠ ಅಂಕಗಳು:,அதிகபட்ச மதிப்பெண்:,મહત્તમ ગુણ:,زیادہ سے زیادہ نشانات:
AI,,SECTION_LABEL,Section:,विभाग:,सेक्शन:,ବିଭାଗ:,విభాగం:,ವಿಭಾಗ:,பகுதி:,વિભાગ,سیکشن:
AI,,SECTION_MAX,Section Max:,विभागातील कमाल गुण:,सेक्शन के अधिकतम अंक:,ସର୍ବାଧିକ ବିଭାଗ:,సెక్షన్ మాక్స్:,ಗರಿಷ್ಠ ವಿಭಾಗ:,பகுதி அதிகபட்ச மதிப்பெண்:,મહત્તમ વિભાગ:,سیکشن کے زیادہ سے زیادہ نشانات:
AI,,AWARDED,Awarded:,मिळालेले गुण:,दिए गए अंक:,ପୁରସ୍କୃତ:,ప్రదానం చేయబడింది:,ಪ್ರಶಸ್ತಿ ಪಡೆದವರು:,பெற்ற மதிப்பெண்:,મેળવેલ માર્કસ,دیئے گئے نشانات:
AI,,OVERALL_AWARDED,Overall Awarded:,एकूण मिळालेले गुण:,कुल दिए गए अंक:,ମୋଟ ପୁରସ୍କୃତ:,మొత్తం అవార్డు:,ಒಟ್ಟಾರೆ ಪ್ರಶಸ್ತಿ ಪಡೆದವರು:,பெற்ற மொத்த மதிப்பெண்:,કુલ મેળવેલ માર્કસ,کل دیئے گئے نشانات:
PTM_DASHBOARD,,TOTAL,Total,एकूण,कुल,ମୋଟ,మొత్తం,ಒಟ್ಟು,மொத்தம்,કુલ,کل
PTM_DASHBOARD,,PENDING_REVIEW,Pending,प्रलंबित,लंबित (पेंडिंग),ବିଚାରାଧୀନ ଅଛି,పెండింగ్‌లో ఉంది,ಬಾಕಿ ಉಳಿದಿದೆ,நிலுவையில் உள்ளது,બાકી,زیر التواء
PTM_DASHBOARD,,APPROVED,Approved,मंजूर,स्वीकृत (अप्रूव्ड),ଅନୁମୋଦିତ ହୋଇଛି,ఆమోదించబడింది,ಅನುಮೋದಿಸಲಾಗಿದೆ,அங்கீகரிக்கப்பட்டது,મંજૂર,منظور شدہ
PTM_DASHBOARD,,REJECTED,Rejected,नाकारले,अस्वीकृत (रिजेक्ट),ପ୍ରତ୍ୟାଖ୍ୟାନ କରାଗଲା,తిరస్కరించబడింది,ತಿರಸ್ಕರಿಸಲಾಗಿದೆ,நிராகரிக்கப்பட்டது,નકારેલ,مسترد
PTM_DASHBOARD,,ORGANIZATION_NAME,Organization Name,संस्थेचे नाव,संगठन (संस्था) का नाम,ସଂଗଠନର ନାମ,సంస్థ పేరు,ಸಂಸ್ಥೆಯ ಹೆಸರು,அமைப்பின் பெயர்,સંસ્થાનું નામ,تنظیم کا نام
PTM_DASHBOARD,,LOCATION,Location,स्थान,स्थान,ସ୍ଥାନ,స్థానం,ಸ್ಥಳ,இருப்பிடம்,સ્થાન,جگہ
PTM_DASHBOARD,,ORGANIZATION_TYPE,Organization Type,संस्थेचा प्रकार,संगठन  (संस्था) का प्रकार,ସଂଗଠନର ପ୍ରକାର,సంస్థ రకం,ಸಂಸ್ಥೆಯ ಪ್ರಕಾರ,அமைப்பின் வகை,સંસ્થાનો પ્રકાર,تنظیم کی قسم
PTM_DASHBOARD,,STATUS,Status,,,ଷ୍ଟାଟସ ,,,நிலை,,سٹیٹس 
PTM_DASHBOARD,,NAME,Name,,,ନାମ ,,,பெயர்,,نام 
PTM_DASHBOARD,,VIEW_DETAILS,View Details,तपशील पाहा,विवरण देखें,ବିବରଣୀ ଦେଖନ୍ତୁ,వివరాలను వీక్షించండి,ವಿವರಗಳನ್ನು ವೀಕ್ಷಿಸಿ,விவரங்களை பார்க்கவும்,વિગતો જુઓ,تفصیلات دیکھیں
PTM_DASHBOARD,,EDIT,Edit,संपादित करा,संपादित करें,ଏଡିଟ  କରନ୍ତୁ,సవరించు,ಎಡಿಟ್ ,எடிட்,સંપાદિત કરો,ترمیم کریں۔
PTM_DASHBOARD,,APPROVE,Approve,मंजूर करा,स्वीकृत (अप्रूव) करें,ଅନୁମୋଦନ କରନ୍ତୁ,ఆమోదించండి,ಅನುಮೋದಿಸಿ,அங்கீகரிக்கவும்,મંજૂર,منظور کرو
PTM_DASHBOARD,,REJECT,Reject,नकार द्या,अस्वीकार (रिजेक्ट) करें,ପ୍ରତ୍ୟାଖ୍ୟାନ କରନ୍ତୁ,తిరస్కరించు,ತಿರಸ್ಕರಿಸಿ,நிராகரிக்கவும்,નકારેલ,رد کرنا
PTM_DASHBOARD,,SELECTED,selected,निवडले आहे,चयनित (चुने),ଚୟନିତ,ఎంపిక చేయబడింది,ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,தேர்ந்தெடுக்கப்பட்டது,પસંદ કરેલ,منتخب
PTM_DASHBOARD,,APPROVING,Approving...,मंजुरी देत आहे...,स्वीकृत किया जा रहा है...,ଅନୁମୋଦନ କରାଯାଉଛି...,ఆమోదిస్తున్నాను...,ಅನುಮೋದಿಸಲಾಗುತ್ತಿದೆ...,அங்கீகரிக்கப்படுகிறது...,મંજૂર કરી રહ્યું છે...,منظور کر رہا ہے...
PTM_DASHBOARD,,APPROVE_ALL,Approve All,सर्व मंजूर करा,सभी को स्वीकृत करें,ସବୁ ଅନୁମୋଦନ କରନ୍ତୁ,అన్నింటినీ ఆమోదించండి,ಎಲ್ಲವನ್ನೂ ಅನುಮೋದಿಸಿ,அனைத்தையும் அங்கீகரிக்கவும்,બધાને મંજૂર કરો,سب کو منظور کریں۔
PTM_DASHBOARD,,REJECT_ALL,Reject All,सर्व नाकार करा,सभी को अस्वीकार करें,ସମସ୍ତଙ୍କୁ ପ୍ରତ୍ୟାଖ୍ୟାନ କରନ୍ତୁ,అన్నింటినీ తిరస్కరించండి,ಎಲ್ಲವನ್ನೂ ತಿರಸ್ಕರಿಸಿ,அனைத்தையும் நிராகரிக்கவும்,બધાને નકારો,سب کو مسترد کریں۔
PTM_DASHBOARD,,CONFIRM_APPROVAL,Confirm Approval,मंजुरी निश्चित करा,स्वीकृति की पुष्टि करें,ଅନୁମୋଦନ ସୁନିଶ୍ଚିତ କରନ୍ତୁ,ఆమోదాన్ని నిర్ధారించండి,ಅನುಮೋದನೆಯನ್ನು ದೃಢೀಕರಿಸಿ,அங்கீகாரம் உறுதிப்படுத்தவும்,મંજૂરીની પુષ્ટિ કરો,منظوری کی تصدیق کریں۔
PTM_DASHBOARD,,CONFIRM_BULK_APPROVAL,Confirm Bulk Approval,एकत्रित मंजुरीची पुष्टी करा,सभी की स्वीकृति की पुष्टि करें,ବଲ୍କ ଅନୁମୋଦନ ସୁନିଶ୍ଚିତ କରନ୍ତୁ,బల్క్ ఆమోదాన్ని నిర్ధారించండి,ಬೃಹತ್ ಅನುಮೋದನೆಯನ್ನು ದೃಢೀಕರಿಸಿ,பல அங்கீகாரத்தை உறுதிப்படுத்தவும்,બલ્ક મંજૂરીની પુષ્ટિ કરો,بلک منظوری کی تصدیق کریں۔
PTM_DASHBOARD,,CONFIRM_REJECTION,Confirm Rejection,नकाराची पुष्टी करा,अस्वीकृति की पुष्टि करें,ପ୍ରତ୍ୟାଖ୍ୟାନ ସୁନିଶ୍ଚିତ କରନ୍ତୁ,తిరస్కరణను నిర్ధారించండి,ತಿರಸ್ಕಾರವನ್ನು ದೃಢೀಕರಿಸಿ,நிராகரிப்பை உறுதிப்படுத்தவும்,અસ્વીકારની પુષ્ટિ કરો,مسترد ہونے کی تصدیق کریں۔
PTM_DASHBOARD,,CONFIRM_BULK_REJECTION,Confirm Bulk Rejection,एकत्रित नकाराची पुष्टी करा,सभी की अस्वीकृति की पुष्टि करें,ସମୂହ ପ୍ରତ୍ୟାଖ୍ୟାନ ସୁନିଶ୍ଚିତ କରନ୍ତୁ,బల్క్ రిజెక్షన్‌ను నిర్ధారించండి,ಬೃಹತ್ ತಿರಸ್ಕಾರವನ್ನು ದೃಢೀಕರಿಸಿ,பல நிராகரிப்பை உறுதிப்படுத்தவும்,બલ્ક મંજૂરીની પુષ્ટિ કરો,بلک مسترد ہونے کی تصدیق کریں۔
PTM_DASHBOARD,,CANCEL,Cancel,रद्द करा,कैंसिल करें, ବାତିଲ  କରନ୍ତୁ,రద్దు చేయి,ರದ್ದುಮಾಡಿ,ரத்துசெய்,રદ કરો,منسوخ کریں۔
PTM_DASHBOARD,,APPROVE_CONFIRM_SINGLE_VOLUNTEER,"Are you sure you want to approve ""{{name}}"" volunteer? This will change their role from Learner to Volunteer.","तुम्हाला खात्री आहे का की तुम्ही ""{{name}}"" यांना स्वयंसेवक म्हणून मंजुरी द्यायची आहे? यामुळे त्यांची भूमिका Learner वरून Volunteer मध्ये बदलेल.","क्या आप वाकई ""{{name}}"" को वॉलंटियर के रूप में स्वीकृत करना चाहते हैं? इससे उनकी भूमिका लर्नर से वॉलंटियर में बदल जाएगी।","ଆପଣ କ’ଣ ନିଶ୍ଚିତ ଯେ ଆପଣ ""{{name}}"" ସ୍ୱେଚ୍ଛାସେବକଙ୍କୁ ଅନୁମୋଦନ କରିବାକୁ ଚାହୁଁଛନ୍ତି? ଏହା ସେମାନଙ୍କର ଭୂମିକାକୁ ଶିକ୍ଷାର୍ଥୀରୁ ସ୍ୱେଚ୍ଛାସେବକକୁ ପରିବର୍ତ୍ତନ କରିବ।",మీరు ఖచ్చితంగా '{{name}}' వాలంటీర్‌ను ఆమోదించాలనుకుంటున్నారా? దీనివల్ల వారి పాత్ర అభ్యాసకుడి నుండి వాలంటీర్‌గా మారుతుంది.,"""{{name}}"" ಸ್ವಯಂಸೇವಕರನ್ನು ಅನುಮೋದಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ? ಇದು ಅವರ ಪಾತ್ರವನ್ನು ಕಲಿಯುವವರಿಂದ ಸ್ವಯಂಸೇವಕರಾಗಿ ಬದಲಾಯಿಸುತ್ತದೆ.",{{name}} தன்னார்வலரை அங்கீகரிக்க விரும்புகிறீர்களா? இது அவர்களின் பங்கினை மாணவரில் இருந்து தன்னார்வலராக மாற்றும்.,"શું તમે ખરેખર ""{{name}}"" સ્વયંસેવકને મંજૂરી આપવા માંગો છો? આનાથી તેમની ભૂમિકા લર્નરથી સ્વયંસેવકમાં બદલાઈ જશે.","کیا آپ واقعی ""{{name}}"" والنٹیر کو منظور کرنا چاہتے ہیں؟ اس سے ان کا رول لرنر سے والنٹیر میں تبدیل ہو جائے گا۔"
