Module,Submodule,Key,English,Marathi,Hindi,Odiya,Telugu,Kannada,Tamil,Gujarati,Urdu
YOUTH,,NOT_ABLE_UPDATE_YOUTH,Not able to update youth,तरुणांना अपडेट करू शकत नाही.,युवाओं को अपडेट करने में असमर्थ,ଯୁବକମାନଙ୍କୁ ଅପଡେଟ୍ କରିପାରିଲା ନାହିଁ,యువతను నవీకరించలేకపోతున్నారు,ಯೂತ್ ನ್ನು ನವೀಕರಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ,இளைஞரைப் புதுப்பிக்க முடியவில்லை,યુવાનોને અપડેટ કરવામાં અસમર્થ,نوجوان کی معلومات اپ ڈیٹ نہیں کی جا سکیں
YOUTH,,YOUTH_UPDATED_SUCCESSFULLY,Youth has been successfully updated!,तरुणांना यशस्वीरित्या अपडेट केले गेले आहे!,युवाओं का संस्करण सफलतापूर्वक अपडेट हो गया है!,ଯୁବପିଢ଼ିକୁ ସଫଳତାର ସହ ଅପଡେଟ୍ କରାଯାଇଛି!,యువత విజయవంతంగా నవీకరించబడింది!,ಯೂತ್ ನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,இளைஞர் வெற்றிகரமாகப் புதுப்பிக்கப்பட்டார்!,યુવા સફળતાપૂર્વક અપડેટ કરવામાં આવ્યું છે!,نوجوان کی معلومات کامیابی کے ساتھ اپ ڈیٹ کر دی گئی ہیں
YOUTH,,SELF_PLACED,Self Placed,स्वतः ठेवलेले,स्वयं स्थापित,ନିଜେ ସ୍ଥାନିତ,స్వీయ స్థానము,ಸ್ವಯಂ ಉದ್ಯೋಗಿ ,சுயமாக வேலைவாய்ப்பு பெற்றவர்,સ્વયં સ્થાન,سیلف پلیسڈ
YOUTH,,REGULAR,Regular,नियमित,नियमित,ନିୟମିତ,రెగ్యులర్,ರೆಗ್ಯುಲರ್ ,நேரடி,નિયમિત,باقاعدہ
YOUTH,,ENROLLED_IN_EDUCATIONAL_INSTITUTE,Enrolled in educational institute,शैक्षणिक संस्थेत प्रवेश घेतला.,शैक्षणिक संस्थान में नामांकित,ଶିକ୍ଷାନୁଷ୍ଠାନରେ ନାମ ଲେଖାଇଛି,విద్యా సంస్థలో చేరాడు,ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಯಲ್ಲಿ ದಾಖಲಾಗಿದ್ದಾರೆ,கல்வி நிறுவனத்தில் சேர்ந்துள்ளார்,શૈક્ષણિક સંસ્થામાં પ્રવેશ મેળવ્યો,تعلیمی ادارے میں داخلہ لیا۔
YOUTH,,OWN_FARMING,Own farming,स्वतःची शेती,स्वयं की खेती,ନିଜସ୍ୱ ଚାଷ,సొంత వ్యవసాయం,ಸ್ವಂತ ಕೃಷಿ,சொந்த விவசாயம்,પોતાની ખેતી,اپنی کاشتکاری
YOUTH,,AGRICULTURAL_FARM_LABORER,Agricultural farm laborer,शेती करणारा शेतमजूर,कृषि मजदूर,କୃଷି କୃଷି ଶ୍ରମିକ,వ్యవసాయ కార్మికుడు,ಕೃಷಿ ಕಾರ್ಮಿಕ,விவசாய கூலித் தொழிலாளர்,કૃષિ ખેતમજૂર,زرعی کھیت مزدور
YOUTH,,NON_AGRICULTURAL_LABORER,Non-agricultural laborer,शेती नसलेला कामगार,गैर-कृषि मजदूर,ଅଣ-କୃଷି ଶ୍ରମିକ,వ్యవసాయేతర కార్మికుడు,ಕೃಷಿಯೇತರ ಕಾರ್ಮಿಕ,விவசாயம் அல்லாத கூலித் தொழிலாளர்,બિન-કૃષિ મજૂર,غیر زرعی مزدور
YOUTH,,SALARIED_WORK,Salaried work,पगारी काम,वेतनभोगी कार्य,ଦରମାପ୍ରାପ୍ତ କାମ,జీతంతో కూడిన పని,ಸಂಬಳದ ಕೆಲಸ,சம்பளப் பணி,પગારદાર કામ,تنخواہ دار کام
YOUTH,,SELF_EMPLOYMENT,Self-employment,स्वयंरोजगार,स्व रोजगार,ସ୍ୱନିଯୁକ୍ତି,స్వయం ఉపాధి,ಸ್ವಯಂ ಉದ್ಯೋಗಿ ,சுயதொழில்,સ્વરોજગાર,خود روزگار
YOUTH,,UNEMPLOYED_OR_DOMESTIC_WORK,Unemployed or Domestic Work,बेरोजगार किंवा घरगुती काम,बेरोजगार या घरेलू कामगार,ବେକାର କିମ୍ବା ଘରୋଇ କାମ,నిరుద్యోగులు లేదా ఇంటి పని,ನಿರುದ್ಯೋಗಿ ಅಥವಾ ಮನೆಕೆಲಸ,வேலையில்லாதவர் அல்லது வீட்டு வேலை,બેરોજગાર અથવા ઘરકામ,بے روزگار یا گھریلو کام
YOUTH,,MARK_AS_VOLUNTEER,Mark as Volunteer,स्वयंसेवक म्हणून चिन्हांकित करा,स्वयंसेवक के रूप में चिह्नित करें,ସ୍ଵେଚ୍ଛାସେବକ ଭାବରେ ଚିହ୍ନଟ କରନ୍ତୁ,వాలంటీర్‌గా గుర్తించండి,ಸ್ವಯಂಸೇವಕರಾಗಿ ಗುರುತಿಸಿ,தன்னார்வலராகக் குறிக்கவும்,સ્વયંસેવક તરીકે ચિહ્નિત કરો,رضاکار کے طور پر نشان زد کریں
YOUTH,,DO_YOU_WANT_TO_MARK_AS_VOLUNTEER,Do you want to mark as a volunteer,तुम्हाला स्वयंसेवक म्हणून चिन्हांकित करायचे आहे का?,क्या आप स्वयंसेवक के रूप में अपना नाम दर्ज कराना चाहते हैं?,ଆପଣ କ’ଣ ଜଣେ ସ୍ୱେଚ୍ଛାସେବକ ଭାବରେ ଚିହ୍ନିତ କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు స్వచ్ఛంద సేవకుడిగా గుర్తించాలనుకుంటున్నారా?,ನೀವು ಸ್ವಯಂಸೇವಕರಾಗಿ ಗುರುತಿಸಲು ಬಯಸುವಿರಾ?,தன்னார்வலராகக் குறிக்க விரும்புகிறீர்களா?,શું તમે સ્વયંસેવક તરીકે ચિહ્નિત કરવા માંગો છો?,کیا آپ واقعی صارف کو رضاکار کے طور پر نشان زد کرنا چاہتے ہیں؟
YOUTH,,MARK_AS_VOLUNTEER_SUCCESSFULLY,Marked as volunteer successfully,स्वयंसेवक म्हणून यशस्वीरित्या चिन्हांकित केले,स्वयंसेवक के रूप में सफलतापूर्वक चिह्नित किया गया,ସଫଳତାର ସହ ସ୍ୱେଚ୍ଛାସେବକ ଭାବରେ ଚିହ୍ନଟ କରାଯାଇଛି,విజయవంతంగా స్వచ్ఛంద సేవకుడిగా గుర్తించబడింది,ಸ್ವಯಂಸೇವಕರಾಗಿ ಯಶಸ್ವಿಯಾಗಿ ಗುರುತಿಸಲಾಗಿದೆ,வெற்றிகரமாக தன்னார்வலராகக் குறிக்கப்பட்டார்,સ્વયંસેવક તરીકે સફળતાપૂર્વક ચિહ્નિત થયા,صارف کو کامیابی کے ساتھ رضاکار کے طور پر نشان زد کر دیا گیا۔
YOUTH,,MARK_AS_VOLUNTEER_FAILED,Failed to mark as volunteer,स्वयंसेवक म्हणून चिन्हांकित करण्यात अयशस्वी,स्वयंसेवक के रूप में चिह्नित करने में विफल,ସ୍ଵେଚ୍ଛାସେବକ ଭାବରେ ଚିହ୍ନଟ କରିବାରେ ବିଫଳ ହୋଇଛି,స్వచ్ఛంద సేవకుడిగా గుర్తించడం విఫలమైంది.,ಸ್ವಯಂಸೇವಕ ಎಂದು ಗುರುತಿಸಲು ವಿಫಲವಾಗಿದೆ,தன்னார்வலராகக் குறிக்க முடியவில்லை,સ્વયંસેવક તરીકે ચિહ્નિત કરવામાં નિષ્ફળ ગયા,رضاکار کے طور پر نشان لگانے میں ناکامی
YOUTH,,PLEASE_GO_BACK_MSG,Please go back after selection to proceed further,निवडीनंतर पुढे जाण्यासाठी कृपया मागे जा.,चयन करने के बाद आगे बढ़ने के लिए कृपया वापस जाएं।,ଆଗକୁ ବଢ଼ିବା ପାଇଁ ଦୟାକରି ଚୟନ ପରେ ପଛକୁ ଫେରନ୍ତୁ।,దయచేసి ఎంపిక తర్వాత ముందుకు సాగడానికి తిరిగి వెళ్ళండి.,ಆಯ್ಕೆಯ ನಂತರ ಮುಂದುವರಿಯಲು ದಯವಿಟ್ಟು ಹಿಂತಿರುಗಿ.,"மேலும் தொடர, தேர்வு செய்த பிறகு பின்செல்லவும்",આગળ વધવા માટે કૃપા કરીને પસંદગી પછી પાછા જાઓ.,مزید کارروائی کے لیے انتخاب کے بعد واپس جائیں۔
YOUTH,,UNMARK_AS_VOLUNTEER,Unmark as Volunteer,स्वयंसेवक म्हणून चिन्हांकित करा रद्द करा,स्वयंसेवक के रूप में चिह्नित न करें,ସ୍ଵେଚ୍ଛାସେବକ ଭାବରେ ମାର୍କ ହଟାନ୍ତୁ ,స్వచ్ఛంద సేవకుడిగా గుర్తు తీసివేయి,ಸ್ವಯಂಸೇವಕ ಎಂದು ಗುರುತು ತೆಗೆದುಹಾಕಿ,தன்னார்வலர் குறியை நீக்கவும்,સ્વયંસેવક તરીકે ચિહ્નિત ન કરો,رضاکار کے طور پر نشان ہٹائیں
YOUTH,,DO_YOU_WANT_TO_UNMARK_AS_VOLUNTEER,Do you want to unmark as a volunteer,तुम्हाला स्वयंसेवक म्हणून चिन्हांकित करायचे नाही का?,क्या आप स्वयंसेवक के रूप में अपना नाम हटाना चाहते हैं?,ଆପଣ ସେବକ ଭାବେ ମାର୍କକୁ  ହଟାଇବାକୁ ଚାହୁଁଛନ୍ତି କି,మీరు వాలంటీర్‌గా మార్క్‌ను తీసివేయాలనుకుంటున్నారా?,ನೀವು ಸ್ವಯಂಸೇವಕರಾಗಿ ಗುರುತು ತೆಗೆದುಹಾಕಲು ಬಯಸುವಿರಾ?,தன்னார்வலர் குறியை நீக்க விரும்புகிறீர்களா?,શું તમે સ્વયંસેવક તરીકે ચિહ્નિત કરવાનું રદ કરવા માંગો છો?,کیا آپ واقعی صارف کا رضاکار کا نشان ہٹانا چاہتے ہیں؟
YOUTH,,UNMARK_AS_VOLUNTEER_SUCCESSFULLY,Unmarked as volunteer successfully,स्वयंसेवक म्हणून यशस्वीरित्या चिन्हांकित केले नाही.,स्वयंसेवक के रूप में सफलतापूर्वक अचिह्नित,ସ୍ଵେଚ୍ଛାସେବକ ଭାବରେ ଚିହ୍ନଟ ସଫଳତାର ସହିତ ହଟାଯାଇଛି।,స్వచ్ఛంద సేవకుడిగా విజయవంతంగా గుర్తు తీసివేయబడింది,ಸ್ವಯಂಸೇವಕ ಎಂಬ ಗುರುತನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರದ್ದುಗೊಳಿಸಲಾಗಿದೆ.,தன்னார்வலர் குறி வெற்றிகரமாக நீக்கப்பட்டது,સ્વયંસેવક તરીકે સફળતાપૂર્વક ચિહ્નિત કર્યા નથી,رضاکار کے طور پر نشان کامیابی کے ساتھ ہٹا دیا گیا۔
YOUTH,,UNMARK_AS_VOLUNTEER_FAILED,Failed to unmark as volunteer,स्वयंसेवक म्हणून चिन्हांकित करणे अयशस्वी झाले,स्वयंसेवक के रूप में चिह्नित हटाने में विफल,ସ୍ୱେଚ୍ଛାସେବକ ଭାବରେ ଅଚିହ୍ନଟ କରିବାରେ ଡିଲିଟ  ହୋଇଛି,స్వచ్ఛంద సేవకుడిగా గుర్తును తీసివేయడంలో విఫలమైంది.,ಸ್ವಯಂಸೇವಕ ಎಂದು ಗುರುತು ರದ್ದುಮಾಡಲು ವಿಫಲವಾಗಿದೆ.,தன்னார்வலர் குறியை நீக்க முடியவில்லை,સ્વયંસેવક તરીકે ચિહ્નિત કરવાનું રદ કરવામાં નિષ્ફળ થયાં,رضاکار کے طور پر نشان ہٹانے میں ناکامی
MOBILIZER,,ACTIVATE_USER_SUCCESS,User has been successfully activated,वापरकर्ता यशस्वीरित्या सक्रिय झाला आहे.,उपयोगकर्ता सफलतापूर्वक सक्रिय हो गया है।,ୟୁଜରଙ୍କୁ  ସଫଳତାର ସହ ସକ୍ରିୟ କରାଯାଇଛି।,యూజర్ విజయవంతంగా యాక్టివేట్ చేయబడ్డాడు.,ಯೂಸರ್ ನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ.,பயனர் வெற்றிகரமாகச் செயல்படுத்தப்பட்டார்,વપરાશકર્તા સફળતાપૂર્વક સક્રિય થયો છે.,صارف کامیابی سے ایکٹیویٹ ہو گیا ہے۔
MOBILIZER,,MOBILIZER_UPDATED_SUCCESSFULLY,Mentor has been successfully updated!,मेंटर यशस्वीरित्या अपडेट केले गेले आहे!,मेंटर सफलतापूर्वक अपडेट हो गया है!,ମେଣ୍ଟରଙ୍କୁ ସଫଳତାର ସହ ଅପଡେଟ୍ କରାଯାଇଛି!,మెంటర్ విజయవంతంగా నవీకరించబడింది!,ಮೆಂಟರ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,வழிகாட்டி வெற்றிகரமாகப் புதுப்பிக்கப்பட்டது!,માર્ગદર્શક સફળતાપૂર્વક અપડેટ કરવામાં આવ્યું છે!,مینٹر کو کامیابی کے ساتھ اپ ڈیٹ کر دیا گیا ہے!
MOBILIZER,,NOT_ABLE_UPDATE_MOBILIZER,Not able to update Mentor,मेंटर अपडेट करू शकत नाही.,मेंटर को अपडेट करने में असमर्थ,ମେଣ୍ଟରକୁ ଅପଡେଟ୍ କରିପାରିଲି ନାହିଁ,మెంటర్‌ను అప్‌డేట్ చేయడం సాధ్యం కాలేదు,ಮೆಂಟರ್ ಅನ್ನು ಅಪ್‌ಡೇಟ್ ಮಾಡಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ,வழிகாட்டியைப் புதுப்பிக்க முடியவில்லை.,મેન્ટરને અપડેટ કરી શકતા નથી,سرپرست کو اپ ڈیٹ کرنے کے قابل نہیں ہے۔
MOBILIZER,,MOBILIZER_CREATED_SUCCESSFULLY,Mentor has been successfully created!,मेंटर यशस्वीरित्या तयार झाला आहे!,मेंटर सफलतापूर्वक बनाया गया है!,ମେଣ୍ଟର ସଫଳତାର ସହ ସୃଷ୍ଟି ହୋଇଛି!,మెంటర్ విజయవంతంగా సృష్టించబడింది!,ಮೆಂಟರ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ!,வழிகாட்டி வெற்றிகரமாக உருவாக்கப்பட்டது!,માર્ગદર્શક સફળતાપૂર્વક બનાવવામાં આવ્યો છે!,مینٹر کامیابی کے ساتھ بنایا گیا ہے!
MOBILIZER,,NOT_ABLE_CREATE_MOBILIZER,Not able to create Mentor,मेंटर तयार करू शकत नाही.,मेंटर बनाने में असमर्थ,ମେଣ୍ଟର ତିଆରି କରିପାରିଲେ ନାହିଁ,మెంటర్‌ను సృష్టించలేకపోయాను,ಮೆಂಟರ್ ಅನ್ನು ರಚಿಸಲು ಸಾಧ್ಯವಾಗುತ್ತಿಲ್ಲ,வழிகாட்டியை உருவாக்க முடியவில்லை.,માર્ગદર્શક બનાવી શક્યા નથી,سرپرست پیدا کرنے کے قابل نہیں۔
MOBILIZER,,USER_CREDENTIALS_WILL_BE_SEND_SOON,"Mentor is created, credentials will be sent soon","मेंटर तयार झाला आहे, लवकरच क्रेडेन्शियल्स पाठवले जातील.","मेंटर बना दिया गया है, क्रेडेंशियल जल्द ही भेज दिए जाएंगे।","ମେଣ୍ଟର ତିଆରି ହୋଇଛି, ଶୀଘ୍ର ପ୍ରମାଣପତ୍ର ପଠାଯିବ।","మెంటర్ సృష్టించబడింది, ఆధారాలు త్వరలో పంపబడతాయి.","ಮೆಂಟರ್ ಅನ್ನು ರಚಿಸಲಾಗಿದೆ, ರುಜುವಾತುಗಳನ್ನು ಶೀಘ್ರದಲ್ಲೇ ಕಳುಹಿಸಲಾಗುತ್ತದೆ.","வழிகாட்டி உருவாக்கப்பட்டுவிட்டார், விரைவில் சான்றுகள் அனுப்பப்படும்.","માર્ગદર્શક બનાવવામાં આવ્યો છે, ઓળખપત્રો ટૂંક સમયમાં મોકલવામાં આવશે.",سرپرست بنایا گیا ہے، اسناد جلد بھیج دی جائیں گی۔
MOBILIZER,,MAP_USER_AS_LEAD,Map User as Lead,लीड म्हणून नकाशा वापरकर्ता,उपयोगकर्ता को मुख्य उपयोगकर्ता के रूप में मैप करें,ଲିଡ୍ ଭାବରେ ମ୍ୟାପ୍ ବ୍ୟବହାରକାରୀ,మ్యాప్ యూజర్‌ను లీడ్‌గా,ಯೂಸರ್ ನ್ನು ಲೀಡ್ ಆಗಿ ಮ್ಯಾಪ್ ಮಾಡಿ,பயனரை தலைவராக இணைக்கவும்,લીડ તરીકે નકશા વપરાશકર્તા,صارف کو لیڈ کے طور پر منسلک کریں
MOBILIZER,,MAP_USER_AS_MOBILIZER,Map User as Mentor,मार्गदर्शक म्हणून नकाशा वापरकर्ता,उपयोगकर्ता को मार्गदर्शक के रूप में मैप करें,ୟୁଜରଙ୍କୁ  ମେଣ୍ଟର ଭାବେ ନିୟୋଜିତ କରନ୍ତୁ,మెంటర్‌గా మ్యాప్ యూజర్,ಯೂಸರ್ ನ್ನು ಮೆಂಟರ್ ಆಗಿ ಮ್ಯಾಪ್ ಮಾಡಿ.,பயனரை வழிகாட்டியாக இணைக்கவும்,માર્ગદર્શક તરીકે નકશા વપરાશકર્તા,صارف کو مینٹور کے طور پر منسلک کریں
MOBILIZER,,PLEASE_SEARCH_AND_SELECT_USER,Please search and select a user,कृपया वापरकर्ता शोधा आणि निवडा.,कृपया उपयोगकर्ता खोजें और चुनें,ଦୟାକରି ୟୁଜରଙ୍କୁ  ଖୋଜି ଚୟନ କରନ୍ତୁ,దయచేసి శోధించి వినియోగదారుని ఎంచుకోండి.,ದಯವಿಟ್ಟು ಹುಡುಕಿ ಮತ್ತು ಯೂಸರ್ ನ್ನು  ಆಯ್ಕೆ ಮಾಡಿ.,தயவுசெய்து ஒரு பயனரைத் தேடி தேர்ந்தெடுக்கவும்,કૃપા કરીને વપરાશકર્તા શોધો અને પસંદ કરો.,براہِ کرم صارف تلاش کریں اور منتخب کریں۔
MOBILIZER,,UNKNOWN_STATE,Unknown State,अज्ञात स्थिती,अज्ञात राज्य,ଅଜଣା ରାଜ୍ୟ,తెలియని రాష్ట్రం,ಅಪರಿಚಿತ ರಾಜ್ಯ,தெரியாத மாநிலம்,અજાણ્યું રાજ્ય,غیر معروف ریاست
MOBILIZER,,UNKNOWN_DISTRICT,Unknown District,अज्ञात जिल्हा,अज्ञात जिला,ଅଜଣା ଜିଲ୍ଲା,తెలియని జిల్లా,ಅಪರಿಚಿತ ಜಿಲ್ಲೆ ,தெரியாத மாவட்டம்,અજાણ્યો જિલ્લો,غیر معروف ضلع
MOBILIZER,,UNKNOWN_BLOCK,Unknown Block,अज्ञात ब्लॉक,अज्ञात ब्लॉक,ଅଜଣା ବ୍ଲକ,తెలియని బ్లాక్,ಅಪರಿಚಿತ ಬ್ಲಾಕ್ ,தெரியாத வட்டம்,અજાણ્યો બ્લોક,غیر معروف بلاک
MOBILIZER,,WORKING_LOCATION_REQUIRED,Working location is required. Please select villages for all blocks.,कामाचे ठिकाण आवश्यक आहे. कृपया सर्व ब्लॉकसाठी गावे निवडा.,कार्यस्थल का उल्लेख आवश्यक है। कृपया सभी ब्लॉकों के लिए गांवों का चयन करें।,କାର୍ଯ୍ୟସ୍ଥଳ ଆବଶ୍ୟକ। ଦୟାକରି ସମସ୍ତ ବ୍ଲକ୍ ପାଇଁ ଗାଁଗୁଡ଼ିକ ଚୟନ କରନ୍ତୁ।,పని చేసే ప్రదేశం అవసరం. దయచేసి అన్ని బ్లాక్‌లకు గ్రామాలను ఎంచుకోండి.,ಕೆಲಸದ ಸ್ಥಳದ ಅಗತ್ಯವಿದೆ. ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಬ್ಲಾಕ್‌ಗಳಿಗೂ ಗ್ರಾಮಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ.,பணிபுரியும் இடம் கட்டாயம். அனைத்து வட்டங்களுக்கும் கிராமங்களைத் தேர்ந்தெடுக்கவும்.,કાર્યસ્થળ જરૂરી છે. કૃપા કરીને બધા બ્લોક માટે ગામડાઓ પસંદ કરો.,کام کرنے کا مقام ضروری ہے۔ براہِ کرم تمام بلاکس کے لیے گاؤں منتخب کریں۔
MOBILIZER,,WORKING_LOCATION_REQUIRED_MISSING_VILLAGES,Working location is required. Please select villages for all blocks. Missing villages in: {{blocks}} and {{count}} more block(s).,कामाचे ठिकाण आवश्यक आहे. कृपया सर्व ब्लॉकसाठी गावे निवडा. {{blocks}} आणि {{count}} अधिक ब्लॉकमध्ये गावे गहाळ आहेत.,कार्यस्थल आवश्यक है। कृपया सभी ब्लॉकों के लिए गांवों का चयन करें। {{blocks}} और {{count}} और ब्लॉकों में गांव अनुपस्थित हैं।,କାର୍ଯ୍ୟସ୍ଥଳ ଆବଶ୍ୟକ। ସମସ୍ତ ବ୍ଲକ୍ ପାଇଁ ଗାଁ ଚୟନ କରନ୍ତୁ। {{blocks}} ଏବଂ ଆଉ {{count}}ଟି ବ୍ଲକ୍‌ରେ ଗାଁ ନାହିଁ।,"పని చేసే ప్రాంతం వివరాలు అవసరం. దయచేసి అన్ని బ్లాక్‌లకు గ్రామాలను ఎంచుకోండి. 
ఈ బ్లాక్‌లలో గ్రామాలు నమోదు కాలేదు: {{blocks}} మరియు మరో {{count}} బ్లాక్(లు)",ಕೆಲಸದ ಸ್ಥಳದ ಅಗತ್ಯವಿದೆ. ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಬ್ಲಾಕ್‌ಗಳಿಗೂ ಗ್ರಾಮಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ. {{ಬ್ಲಾಕ್‌ಗಳು}} ಮತ್ತು {{count}} ಹೆಚ್ಚಿನ ಬ್ಲಾಕ್‌(ಗಳು) ನಲ್ಲಿ ಕಾಣೆಯಾದ ಗ್ರಾಮಗಳು.,பணிபுரியும் இடம் கட்டாயம். அனைத்து வட்டங்களுக்கும் கிராமங்களைத் தேர்ந்தெடுக்கவும். {{blocks}} மற்றும் மேலும் {{count}} வட்டங்களில் கிராமங்கள் தேர்ந்தெடுக்கப்படவில்லை.,કાર્યસ્થળ જરૂરી છે. કૃપા કરીને બધા બ્લોક માટે ગામો પસંદ કરો. {{blocks}} અને {{count}} વધુ બ્લોક(ઓ) માં ગામો ખૂટે છે.,کام کرنے کا مقام ضروری ہے۔ براہِ کرم تمام بلاکس کے لیے گاؤں منتخب کریں۔ درج ذیل بلاکس میں گاؤں غائب ہیں: {{blocks}} اور {{count}} مزید بلاک(ز)۔
MOBILIZER,,WORKING_LOCATION_REQUIRED_MISSING_VILLAGES_SINGLE,Working location is required. Please select villages for all blocks. Missing villages in: {{blocks}}.,कामाचे ठिकाण आवश्यक आहे. कृपया सर्व ब्लॉकसाठी गावे निवडा. {{ब्लॉक्स}} मध्ये गावे गहाळ आहेत.,कार्यस्थल आवश्यक है। कृपया सभी ब्लॉकों के लिए गांवों का चयन करें। निम्नलिखित ब्लॉकों में गांव अनुपलब्ध हैं: {{ब्लॉक}}।,କାର୍ଯ୍ୟସ୍ଥଳ ଆବଶ୍ୟକ। ଦୟାକରି ସମସ୍ତ ବ୍ଲକ୍ ପାଇଁ ଗାଁ ଚୟନ କରନ୍ତୁ। ନିମ୍ନଲିଖିତ ବ୍ଲକ୍‌ଗୁଡ଼ିକରେ ଗାଁ ଅନୁପସ୍ଥିତ: {{blocks}}।,పని చేసే ప్రాంతం అవసరం. దయచేసి అన్ని బ్లాక్‌లకు గ్రామాలను ఎంచుకోండి. వీటిలో గ్రామాలు లేవు: {{blocks}}.,ಕೆಲಸದ ಸ್ಥಳದ ಅಗತ್ಯವಿದೆ. ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಬ್ಲಾಕ್‌ಗಳಿಗೂ ಗ್ರಾಮಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ. {{ಬ್ಲಾಕ್‌ಗಳು}} ನಲ್ಲಿ ಕಾಣೆಯಾದ ಗ್ರಾಮಗಳು.,பணிபுரியும் இடம் கட்டாயம். {{blocks}} வட்டங்களில் கிராமங்கள் தேர்ந்தெடுக்கப்படவில்லை.,કાર્યસ્થળ જરૂરી છે. કૃપા કરીને બધા બ્લોક માટે ગામો પસંદ કરો. {{blocks}} માં ગામો ખૂટે છે.,کام کرنے کا مقام ضروری ہے۔ براہِ کرم تمام بلاکس کے لیے گاؤں منتخب کریں۔ درج ذیل بلاکس میں گاؤں غائب ہیں:
MOBILIZER,,WORKING_LOCATION_REQUIRED_AT_LEAST_ONE,Working location is required. Please select at least one village in all blocks.,कामाचे ठिकाण आवश्यक आहे. कृपया सर्व ब्लॉकमध्ये किमान एक गाव निवडा.,कार्यस्थल का उल्लेख आवश्यक है। कृपया सभी ब्लॉकों में से कम से कम एक गाँव का चयन करें।,କାର୍ଯ୍ୟସ୍ଥଳ ଆବଶ୍ୟକ। ଦୟାକରି ସମସ୍ତ ବ୍ଲକ୍‌ରେ କମ୍ ସେ କମ୍ ଗୋଟିଏ ଗାଁ ଚୟନ କରନ୍ତୁ।,పని చేసే ప్రదేశం అవసరం. దయచేసి అన్ని బ్లాక్‌లలో కనీసం ఒక గ్రామాన్ని ఎంచుకోండి.,ಕೆಲಸದ ಸ್ಥಳದ ಅಗತ್ಯವಿದೆ. ದಯವಿಟ್ಟು ಎಲ್ಲಾ ಬ್ಲಾಕ್‌ಗಳಲ್ಲಿ ಕನಿಷ್ಠ ಒಂದು ಗ್ರಾಮವನ್ನು  ಆಯ್ಕೆಮಾಡಿ.,பணிபுரியும் இடம் கட்டாயம். அனைத்து வட்டங்களிலும் குறைந்தது ஒரு கிராமத்தையாவது தேர்ந்தெடுக்கவும்.,કાર્યસ્થળ જરૂરી છે. કૃપા કરીને બધા બ્લોકમાંથી ઓછામાં ઓછું એક ગામ પસંદ કરો.,کام کی جگہ لازمی ہے۔ براہِ کرم تمام بلاکس میں کم از کم ایک گاؤں منتخب کریں۔
MOBILIZER,,MOBILIZER_NAME,Mentor Name,मार्गदर्शकाचे नाव,मेंटर का नाम,ପରାମର୍ଶଦାତାଙ୍କ ନାମ,గురువు పేరు,ಮೆಂಟರ್ ಹೆಸರು ,வழிகாட்டி பெயர்,માર્ગદર્શકનું નામ,مینٹر کا نام
COMMON,,REDIRECTING,Redirecting...,पुन्हा निर्देशित केले जात आहे...,आगे ले जाया जा रहा है...,ପୁନଃନିର୍ଦ୍ଦେଶିତ ହେଉଛି...,మళ్లింపు జరుగుతోంది...,ಮರುನಿರ್ದೇಶಿಸಲಾಗುತ್ತಿದೆ...,திருப்பி விடப்படுகிறது...,રીડાયરેક્ટ કરી રહ્યું છે...,ری ڈائریکٹنگ ...
COMMON,,SELECT_LANGUAGE,Select Language,भाषा निवडा,भाषा चुनें,ଭାଷା ଚୟନ କରନ୍ତୁ,భాషను ఎంచుకోండి,ಭಾಷೆಯನ್ನು ಆಯ್ಕೆಮಾಡಿ,மொழியைத் தேர்ந்தெடுக்கவும்,ભાષા પસંદ કરો,زبان منتخب کریں۔
COMMON,,GOOGLE_DOC_VIEWER,Google Doc Viewer,गूगल दस्तऐवज दर्शक,गूगल डॉक व्यूअर,ଗୁଗୁଲ୍ ଡକ୍ ଭ୍ୟୁଅର୍,గూగుల్ డాక్ వ్యూయర్,ಗೂಗಲ್ ಡಾಕ್ ವೀಕ್ಷಕ,கூகுள் ஆவணக் காட்சிப்படுத்தி,ગૂગલ ડૉક વ્યૂઅર,گوگل دستاویز ناظر
COMMON,,SELECTED,selected,,,ଚୟନ କରନ୍ତୁ ,ఎంపిక చేయబడిన,,தேர்ந்தெடுக்கப்பட்டது,,منتخب
