NOTIFICATION,RESET,Reset,रीसेट करा,रीसेट,ପୁନଃସେଟ୍,రీసెట్ చేయండి,ಮರುಹೊಂದಿಸಿ,மீட்டமை,રીસેટ,دوبارہ ترتیب دیں۔
NOTIFICATION,UPDATE_TEMPLATE,Update Template,टेम्पलेट अपडेट करा,टेम्पलेट अपडेट करें,ଟେମ୍ପ୍ଲେଟ୍ ଅପଡେଟ୍ କରନ୍ତୁ,టెంప్లేట్‌ను నవీకరించండి,ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ನವೀಕರಿಸಿ,வார்ப்புருவைப் புதுப்பிக்கவும்,નમૂનો અપડેટ કરો,سانچہ اپ ڈیٹ کریں۔
NOTIFICATION,DELETE_TEMPLATE_ALERT,Are you sure you want to delete this template?,तुम्ही नक्कीच हा टेम्पलेट हटवू इच्छिता का?,क्या आप निश्चित हैं कि आप इस टेम्पलेट को हटाना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ଏହି ଟେମ୍ପ୍ଲେଟ୍ ଅପସାରଣ କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ టెంప్లేట్‌ను తొలగించాలనుకుంటున్నారా?,ಈ ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ಅಳಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,இந்த வார்ப்புருவை நீக்க விரும்புகிறீர்களா?,શું તમે ખરેખર આ ટેમ્પલેટ કાઢી નાખવા માંગો છો?,کیا آپ واقعی اس ٹیمپلیٹ کو حذف کرنا چاہتے ہیں؟
NOTIFICATION,TEMPLATE_DELETED_SUCCESS,Template with id {{templateId}} deleted successfully,आयडी {{templateId}} असलेला टेम्पलेट यशस्वीरित्या हटवला,टेम्पलेट {{templateId}} सफलतापूर्वक हटाया गया,{{templateId}} ଟେମ୍ପ୍ଲେଟ୍ ସଫଳଭାବରେ ଅପସାରଣ ହେଲା,{{templateId}} అనే ఐడితో టెంప్లేట్ విజయవంతంగా తొలగించబడింది,{{templateId}} ಐಡಿ ಹೊಂದಿರುವ ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ,{{templateId}} என்ற ஐடியைக் கொண்ட வார்ப்புரு வெற்றிகரமாக நீக்கப்பட்டது,{templateId}} id ધરાવતો ટેમ્પલેટ સફળતાપૂર્વક કાઢી નાખવામાં આવ્યો,id {{templateId}} والا ٹیمپلیٹ کامیابی کے ساتھ حذف کر دیا گیا۔
CERTIFICATES,SEARCHBAR_PLACEHOLDER,Search...,शोधा...,खोजें...,ଖୋଜନ୍ତୁ...,శోధించండి...,ಹುಡುಕಾಟ...,தேடல்...,શોધો...,تلاش کریں...
CERTIFICATES,REISSUE_CERTIFICATE,Reissue Certificate,प्रमाणपत्र पुन्हा जारी करा,सर्टिफिकेट फिर से जारी करें,ପୁନଃ ପ୍ରଦାନ କରନ୍ତୁ,సర్టిఫికెట్‌ను తిరిగి జారీ చేయండి,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಮರುವಿತರಣೆ ಮಾಡಿ,சான்றிதழை மீண்டும் வழங்குதல்,પ્રમાણપત્ર ફરીથી જારી કરો,سرٹیفکیٹ دوبارہ جاری کریں۔
CERTIFICATES,VIEW_CERTIFICATE,View Certificate,प्रमाणपत्र पहा,सर्टिफिकेट देखें,ସର୍ଟିଫିକେଟ୍ ଦେଖନ୍ତୁ,సర్టిఫికెట్‌ను వీక్షించండి,ಪ್ರಮಾಣಪತ್ರವನ್ನು ವೀಕ್ಷಿಸಿ,சான்றிதழைக் காண்க,પ્રમાણપત્ર જુઓ,سرٹیفکیٹ دیکھیں
CERTIFICATES,ISSUE_CERTIFICATE,Issue Certificate,प्रमाणपत्र जारी करा,सर्टिफिकेट जारी करें,ସର୍ଟିଫିକେଟ୍ ପ୍ରଦାନ କରନ୍ତୁ,సర్టిఫికెట్ జారీ చేయండి,ಪ್ರಮಾಣಪತ್ರವನ್ನು ನೀಡಿ,சான்றிதழை வழங்குதல்,પ્રમાણપત્ર જારી કરો,سرٹیفکیٹ جاری کریں۔
CERTIFICATES,ISSUED_CERTIFICATE_SUCCESSFULLY,Issued Certificate Successfully,प्रमाणपत्र यशस्वीरित्या जारी केले,सर्टिफिकेट सफलतापूर्वक जारी किया गया,ସଫଳଭାବରେ ସର୍ଟିଫିକେଟ୍ ଦିଆଗଲା,సర్టిఫికెట్ విజయవంతంగా జారీ చేయబడింది,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನೀಡಲಾಗಿದೆ,வழங்கப்பட்ட சான்றிதழ் வெற்றிகரமாக வழங்கப்பட்டது,પ્રમાણપત્ર સફળતાપૂર્વક જારી કરો,سرٹیفکیٹ کامیابی کے ساتھ جاری کیا گیا۔
CERTIFICATES,REISSUED_CERTIFICATE_SUCCESSFULLY,Reissued Certificate Successfully,प्रमाणपत्र यशस्वीरित्या पुन्हा जारी केले,सर्टिफिकेट फिर से जारी किया गया,ସଫଳଭାବରେ ପୁନଃ ସର୍ଟିଫିକେଟ୍ ଦିଆଗଲା,సర్టిఫికెట్ విజయవంతంగా తిరిగి జారీ చేయబడింది,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನೀಡಲಾಗಿದೆ,மீண்டும் வழங்கப்பட்ட சான்றிதழ் வெற்றிகரமாக வழங்கப்பட்டது,પ્રમાણપત્ર ફરીથી જારી કરો,سرٹیفکیٹ کامیابی کے ساتھ دوبارہ جاری کر دیا گیا۔
CERTIFICATES,REISSUED_CERTIFICATE_FAILED,Failed to Reissued Certificate,प्रमाणपत्र पुन्हा जारी करण्यात अयशस्वी,सर्टिफिकेट फिर से जारी करने में विफल,ସର୍ଟିଫିକେଟ୍ ପୁନଃ ଦେବାରେ ବିଫଳ,సర్టిఫికెట్ తిరిగి జారీ చేయడంలో విఫలమైంది,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಮರುವಿತರಿಸಲಾಗಿದೆ,மீண்டும் வழங்கப்பட்ட சான்றிதழை மீண்டும் வழங்குவதில் தோல்வி,પ્રમાણપત્ર ફરીથી જારી કરવામાં નિષ્ફળ,دوبارہ جاری کردہ سرٹیفکیٹ میں ناکام
CERTIFICATES,ISSUE_CERTIFICATE_ALERT,Are you sure you want to issue a certificate for the following details?,तुम्ही खालील तपशीलांसाठी प्रमाणपत्र जारी करू इच्छिता का?,क्या आप निश्चित हैं कि आप निम्नलिखित विवरणों के लिए सर्टिफिकेट जारी करना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ନିମ୍ନଲିଖିତ ବିବରଣୀ ପାଇଁ ସର୍ଟିଫିକେଟ୍ ଦେବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ క్రింది వివరాల కోసం సర్టిఫికెట్‌ను జారీ చేయాలనుకుంటున్నారా?,ಈ ಕೆಳಗಿನ ವಿವರಗಳಿಗೆ ಪ್ರಮಾಣಪತ್ರ ನೀಡಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,பின்வரும் விவரங்களுக்கு ஒரு சான்றிதழை வழங்க விரும்புகிறீர்களா?,શું તમે ખરેખર નીચેની વિગતો માટે પ્રમાણપત્ર જારી કરવા માંગો છો?,کیا آپ واقعی درج ذیل تفصیلات کے لیے سرٹیفکیٹ جاری کرنا چاہتے ہیں؟
CERTIFICATES,REISSUE_CERTIFICATE_ALERT,Are you sure you want to reissue a certificate for the following details?,तुम्ही खालील तपशीलांसाठी प्रमाणपत्र पुन्हा जारी करू इच्छिता का?,क्या आप निश्चित हैं कि आप निम्नलिखित विवरणों के लिए सर्टिफिकेट फिर से जारी करना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ନିମ୍ନଲିଖିତ ବିବରଣୀ ପାଇଁ ପୁନଃ ସର୍ଟିଫିକେଟ୍ ଦେବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ క్రింది వివరాల కోసం సర్టిఫికెట్‌ను తిరిగి జారీ చేయాలనుకుంటున్నారా?,ಈ ಕೆಳಗಿನ ವಿವರಗಳಿಗೆ ಪ್ರಮಾಣಪತ್ರವನ್ನು ಮರು ನೀಡಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,பின்வரும் விவரங்களுக்கு ஒரு சான்றிதழை மீண்டும் வழங்க விரும்புகிறீர்களா?,શું તમે ખરેખર નીચેની વિગતો માટે પ્રમાણપત્ર ફરીથી જારી કરવા માંગો છો?,کیا آپ واقعی درج ذیل تفصیلات کے لیے سرٹیفکیٹ دوبارہ جاری کرنا چاہتے ہیں؟
CERTIFICATES,FIRST_NAME,First Name:,पहिले नाव:,पहला नाम:,ପ୍ରଥମ ନାମ:,మొదటి పేరు:,ಮೊದಲ ಹೆಸರು:,முதல் பெயர்:,પ્રથમ નામ:,پہلا نام:
CERTIFICATES,MIDDLE_NAME,Middle Name:,मधले नाव:,मध्यम नाम:,ମଧ୍ୟମ ନାମ:,మధ్య పేరు:,ಮಧ್ಯದ ಹೆಸರು:,நடுப் பெயர்:,મધ્યમ નામ:,درمیانی نام:
CERTIFICATES,LAST_NAME,Last Name:,आखिरी नाव:,अंतिम नाम:,ଶେଷ ନାମ:,చివరి పేరు:,ಕೊನೆಯ ಹೆಸರು:,கடைசி பெயர்:,છેલ્લું નામ:,آخری نام:
CERTIFICATES,COURSE_NAME,Course Name:,कोर्सचे नाव:,कोर्स का नाम:,ପାଠ୍ୟକ୍ରମର ନାମ:,కోర్సు పేరు:,ಕೋರ್ಸ್ ಹೆಸರು:,பாடநெறி பெயர்:,અભ્યાસક્રમનું નામ:,کورس کا نام:
CERTIFICATES,REISSUE_CERTIFICATE_CONFIRMATION,Reissue certificate confirmation,प्रमाणपत्र पुन्हा जारी करण्याची पुष्टी,सर्टिफिकेट फिर से जारी करने की पुष्टि,ସର୍ଟିଫିକେଟ୍ ପୁନଃ ଦେବାର ନିଶ୍ଚିତି,పునః జారీ సర్టిఫికెట్ నిర్ధారణ,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಮರು ನೀಡಿಕೆ ದೃಢೀಕರಣ,சான்றிதழை மறு வழங்குதல் உறுதிப்படுத்தல்,પ્રમાણપત્ર પુષ્ટિકરણ ફરીથી જારી કરો,تصدیق نامہ دوبارہ جاری کریں۔
CERTIFICATES,ISSUE_CERTIFICATE_CONFIRMATION,Issue certificate confirmation,प्रमाणपत्र जारी करण्याची पुष्टी,सर्टिफिकेट जारी करने की पुष्टि,ସର୍ଟିଫିକେଟ୍ ପ୍ରଦାନ ନିଶ୍ଚିତି,జారీ సర్టిఫికెట్ నిర్ధారణ,ಪ್ರಮಾಣಪತ್ರ ದೃಢೀಕರಣ,சான்றிதழ் உறுதிப்படுத்தல்,પ્રમાણપત્ર પુષ્ટિકરણ જારી કરો,سرٹیفکیٹ کی تصدیق جاری کریں۔
CERTIFICATES,COURSE_CERTIFICATE,Course certificate,कोर्स प्रमाणपत्र,कोर्स सर्टिफिकेट,କୋର୍ସ ସର୍ଟିଫିକେଟ୍,కోర్సు సర్టిఫికెట్,ಕೋರ್ಸ್ ಪ್ರಮಾಣಪತ್ರ,பாடநெறி சான்றிதழ்,અભ્યાસક્રમ પ્રમાણપત્ર,کورس کا سرٹیفکیٹ
CERTIFICATES,DOWNLOAD,Ceritificate Download,प्रमाणपत्र डाउनलोड करा,सर्टिफिकेट डाउनलोड करें,ସର୍ଟିଫିକେଟ୍ ଡାଉନଲୋଡ୍,సర్టిఫికెట kohd డౌన్‌లోడ్,ಪ್ರಮಾಣಪತ್ರ ಡೌನ್‌ಲೋಡ್,சான்றிதழ் பதிவிறக்கம்,પ્રમાણપત્ર ડાઉનલોડ કરો,سرٹیفکیٹ ڈاؤن لوڈ کریں۔
CERTIFICATES,DOWNLOAD_CERTIFICATE_SUCCESSFULLY,Download Certificate Successfully,प्रमाणपत्र यशस्वीरित्या डाउनलोड केले,सर्टिफिकेट सफलतापूर्वक डाउनलोड करें,ସଫଳଭାବରେ ସର୍ଟିଫିକେଟ୍ ଡାଉନଲୋଡ୍ ହେଲା,సర్టిఫికెట్‌ను విజయవంతంగా డౌన్‌లోడ్ చేసుకోండి,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಡೌನ್‌ಲೋಡ್ ಮಾಡಿ,சான்றிதழை வெற்றிகரமாக பதிவிறக்கவும்,પ્રમાણપત્ર સફળતાપૂર્વક ડાઉનલોડ કરો,سرٹیفکیٹ کامیابی کے ساتھ ڈاؤن لوڈ کریں۔
MENTOR,NEW_MENTOR,New Mentor,नवीन मेंटर,नया मेंटर,ନୂତନ ମେଣ୍ଟର,కొత్త మెంటర్,ಹೊಸ ಮಾರ್ಗದರ್ಶಕ,புதிய வழிகாட்டி,નવા માર્ગદર્શક,نیا سرپرست
MENTOR,NEW_MENTOR_LEAD,New Mentor Lead,नवीन मेंटर लीड,नया मेंटर लीड,ନୂତନ ମେଣ୍ଟର ଲିଡ୍,కొత్త మెంటర్ లీడ్,ಹೊಸ ಮಾರ್ಗದರ್ಶಕ ನಾಯಕ,புதிய வழிகாட்டி தலைவர்,નવા માર્ગદર્શક લીડ,نیو مینٹر لیڈ
MENTOR,NO_MENTOR_FOUND,No Mentor Found,कोणताही मेंटर सापडला नाही,कोई मेंटर नहीं मिला,କୌଣସି ମେଣ୍ଟର ମିଳିଲା ନାହିଁ,మెంటర్ కనుగొనబడలేదు,ಯಾವುದೇ ಮಾರ್ಗದರ್ಶಕರು ಕಂಡುಬಂದಿಲ್ಲ,எந்த வழிகாட்டியும் கிடைக்கவில்லை,કોઈ માર્ગદર્શક મળ્યો નથી,کوئی سرپرست نہیں ملا
MENTOR,MENTOR_CREATED_SUCCESSFULLY,"The mentor account has been created successfully, and the credentials have been sent","मेंटर खाते यशस्वीरित्या तयार झाले आहे, आणि क्रेडेन्शियल्स लवकरच पाठवले जातील","मेंटर खाता सफलतापूर्वक बनाया गया है, और क्रेडेंशियल्स भेजे गए हैं",ମେଣ୍ଟର ଆକାଉଣ୍ଟ ସଫଳଭାବରେ ତିଆରି ହୋଇଛି ଏବଂ ଆବଶ୍ୟକ ତଥ୍ୟ ପଠାଯାଇଛି,మెంటర్ ఖాతా విజయవంతంగా సృష్టించబడింది మరియు ఆధారాలు పంపబడ్డాయి,"ಮಾರ್ಗದರ್ಶಕ ಖಾತೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ, ಮತ್ತು ರುಜುವಾತುಗಳನ್ನು ಕಳುಹಿಸಲಾಗಿದೆ","வழிகாட்டி கணக்கு வெற்றிகரமாக உருவாக்கப்பட்டது, மேலும் சான்றுகள் அனுப்பப்பட்டுள்ளன","માર્ગદર્શક ખાતું સફળતાપૂર્વક બનાવવામાં આવ્યું છે, અને ઓળખપત્રો મોકલવામાં આવ્યા છે.",سرپرست اکاؤنٹ کامیابی کے ساتھ بنایا گیا ہے، اور اسناد بھیج دی گئی ہیں۔
MENTOR,MENTOR_CREATED,The mentor account has been created successfully,मेंटर खाते यशस्वीरित्या तयार झाले आहे,मेंटर खाता सफलतापूर्वक बनाया गया,ମେଣ୍ଟର ଆକାଉଣ୍ଟ ସଫଳଭାବରେ ତିଆରି ହେଲା,మెంటర్ ఖాతా విజయవంతంగా సృష్టించబడింది,ಮಾರ್ಗದರ್ಶಕ ಖಾತೆಯನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ,வழிகாட்டி கணக்கு வெற்றிகரமாக உருவாக்கப்பட்டது,માર્ગદર્શક ખાતું સફળતાપૂર્વક બનાવવામાં આવ્યું છે.,سرپرست اکاؤنٹ کامیابی کے ساتھ بنا دیا گیا ہے۔
MENTOR,MENTOR_CREATED_FAILED,Failed to create mentor account,मेंटर खाते तयार करण्यात अयशस्वी,मेंटर खाता बनाने में विफल,ମେଣ୍ଟର ଆକାଉଣ୍ଟ ତିଆରି କରିବାରେ ବିଫଳ,మెంటర్ ఖాతాను సృష్టించడంలో విఫలమైంది,ಮಾರ್ಗದರ್ಶಕ ಖಾತೆಯನ್ನು ರಚಿಸಲು ವಿಫಲವಾಗಿದೆ,வழிகாட்டி கணக்கை உருவாக்குவதில் தோல்வி,માર્ગદર્શક ખાતું બનાવવામાં નિષ્ફળ,سرپرست اکاؤنٹ بنانے میں ناکام
MENTOR,FINISH_ASSIGN,Finish & Assign,पूर्ण करा आणि नियुक्त करा,समाप्त & असाइन करें,ସମାପ୍ତ କରନ୍ତୁ ଏବଂ ନିଯୁକ୍ତ କରନ୍ତୁ,ముగించు & కేటాయించు,ಮುಗಿಸಿ ಮತ್ತು ನಿಯೋಜಿಸಿ,முடித்து ஒதுக்குதல்,સમાપ્ત કરો અને સોંપો,ختم کریں اور تفویض کریں۔
MENTOR,VILLAGES_SELECTED,villages selected,गाव निवडले,चयनित गांव,ଗ୍ରାମ ଚୟନ କରାଯାଇଛି,ఎంచుకున్న గ్రామాలు,ಗ್ರಾಮಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಲಾಗಿದೆ,தேர்ந்தெடுக்கப்பட்ட கிராமங்கள்,ગામો પસંદ કર્યા,گاؤں کا انتخاب
MENTOR,DISTRICTS,Districts,जिल्हे,जिले,ଜିଲ୍ଲା,జిల్లాలు,ಜಿಲ್ಲೆಗಳು,மாவட்டங்கள்,જિલ્લાઓ,اضلاع
MENTOR,ASSIGN_VILLAGES_FINISH,"You can complete this later at your own pace. However, the villages will only be assigned once you click on ‘Finish.’","तुम्ही हे नंतर आपल्या गतीनुसार पूर्ण करू शकता. तथापि, गाव फक्त ‘पूर्ण करा’ या बटणावर क्लिक केल्यानंतरच नियुक्त केले जातील.","आप इसे बाद में अपनी गति से पूरा कर सकते हैं। हालांकि, गांव केवल तभी असाइन किए जाएंगे जब आप ‘समाप्त’ पर क्लिक करेंगे।","ଆପଣ ଏହାକୁ ନିଜ ଗତିରେ ପରେ ପୂରଣ କରିପାରିବେ, କିନ୍ତୁ ‘ସମାପ୍ତ’ ଉପରେ କ୍ଲିକ୍ କରିଲେ ମାନେ ଗ୍ରାମ ନିଯୁକ୍ତ ହେବେ।","మీరు దీన్ని తర్వాత మీ స్వంత వేగంతో పూర్తి చేయవచ్చు. అయితే, మీరు ‘ముగించు’పై క్లిక్ చేసిన తర్వాత మాత్రమే గ్రామాలు కేటాయించబడతాయి.","ನೀವು ಇದನ್ನು ನಂತರ ನಿಮ್ಮ ಸ್ವಂತ ವೇಗದಲ್ಲಿ ಪೂರ್ಣಗೊಳಿಸಬಹುದು. ಆದಾಗ್ಯೂ, ನೀವು ‘ಮುಕ್ತಾಯ’ ಕ್ಲಿಕ್ ಮಾಡಿದ ನಂತರ ಮಾತ್ರ ಗ್ರಾಮಗಳನ್ನು ನಿಯೋಜಿಸಲಾಗುತ್ತದೆ.","இதை நீங்கள் பின்னர் உங்கள் சொந்த வேகத்தில் முடிக்கலாம். இருப்பினும், நீங்கள் 'முடி' என்பதைக் கிளிக் செய்தவுடன் மட்டுமே கிராமங்கள் ஒதுக்கப்படும்.","તમે આને પછીથી તમારી પોતાની ગતિએ પૂર્ણ કરી શકો છો. જોકે, ગામો ફક્ત ત્યારે જ સોંપવામાં આવશે જ્યારે તમે ‘સમાપ્ત’ પર ક્લિક કરશો.",آپ اسے بعد میں اپنی رفتار سے مکمل کر سکتے ہیں۔ تاہم، گاؤں کو صرف ایک بار تفویض کیا جائے گا جب آپ 'Finish' پر کلک کریں گے۔
MENTOR,ASSIGN_VILLAGES_FROM_BLOCKS,Assign Villages from Blocks,ब्लॉक्समधून गाव नियुक्त करा,ब्लॉकों से गांव असाइन करें,ବ୍ଲକ୍‌ରୁ ଗ୍ରାମ ନିଯୁକ୍ତ କରନ୍ତୁ,బ్లాక్‌ల నుండి గ్రామాలను కేటాయించండి,ಬ್ಲಾಕ್‌ಗಳಿಂದ ಗ್ರಾಮಗಳನ್ನು ನಿಯೋಜಿಸಿ,தொகுதிகளிலிருந்து கிராமங்களை ஒதுக்குதல்,બ્લોકમાંથી ગામડાઓ સોંપો,بلاکس سے گاؤں تفویض کریں۔
MENTOR,BACK_TO_FORM,Back to form,फॉर्मवर परत जा,फॉर्म पर वापस जाएं,ଫର୍ମକୁ ଫେରନ୍ତୁ,ఫారమ్‌కి తిరిగి వెళ్లండి,ಫಾರ್ಮ್‌ಗೆ ಹಿಂತಿರುಗಿ,படிவத்திற்குத் திரும்புதல்,ફોર્મ પર પાછા જાઓ,واپس فارم پر
MENTOR,SEARCH_VILLAGES,Search villages..,गाव शोधा..,गांव खोजें..,ଗ୍ରାମ ଖୋଜନ୍ତୁ..,గ్రామాలను శోధించండి..,ಗ್ರಾಮಗಳನ್ನು ಹುಡುಕಿ..,கிராமங்களைத் தேடுங்கள்..,ગામ શોધો..,گاؤں تلاش کریں..
,WHATS_YOUR_GENDER,Gender,लिंग,लिंग,ଲିଙ୍ଗ,లింగం,ಲಿಂಗ,பாலினம்,લિંગ,جنس
,first_name,First Name,पहिले नाव,पहला नाम,ପ୍ରଥମ ନାମ,మొదటి పేరు,ಮೊದಲ ಹೆಸರು,முதல் பெயர்,પ્રથમ નામ,پہلا نام
,last_name,Last Name,आखिरी नाव,अंतिम नाम,ଶେଷ ନାମ,చివరి పేరు,ಕೊನೆಯ ಹೆಸರು,கடைசி பெயர்,છેલ્લું નામ,آخری نام
,phone_number,Phone Number,फोन नंबर,फोन नंबर,ଫୋନ୍ ନମ୍ବର,ఫోన్ నంబర్,ದೂರವಾಣಿ ಸಂಖ್ಯೆ,தொலைபேசி எண்,ફોન નંબર,فون نمبر
,STATE,State,राज्य,राज्य,ରାଜ୍ୟ,రాష్ట్రం,ರಾಜ್ಯ,மாநிலம்,રાજ્ય,ریاست
,BLOCK,Block,ब्लॉक,ब्लॉक,ବ୍ଲକ୍,బ్లాక్,ಬ್ಲಾಕ್,தொகுதி,બ્લોક,بلاک
,VILLAGE,Village,गाव,गांव,ଗ୍ରାମ,గ్రామం,ಗ್ರಾಮ,கிராமம்,ગામ,گاؤں
,MALE,Male,पुरुष,पुरुष,ପୁରୁଷ,పురుషుడు,ಪುರುಷ,ஆண்,પુરુષ,مرد
,FEMALE,Female,महिला,महिला,ମହିଳା,స్త్రీ,ಮಹಿಳೆ,பெண்,સ્ત્રી,خاتون
,TRANSGENDER,Transgender,ट्रांसजेंडर,ट्रांसजेंडर,ପରିବର୍ତ୍ତକ,లింగమార్పిడి,ಟ್ರಾನ್ಸ್‌ಜೆಂಡರ್,திருநங்கை,ટ્રાન્સજેન્ડર,ٹرانس جینڈر
,dob,DOB,जन्म तारीख,जन्म तिथि,ଜନ୍ମ ତାରିଖ,డాబ్,ಜನ್ಮ ದಿನಾಂಕ,பெயரளவு,dob,ڈوب
,email,Email,ईमेल,ईमेल,ଇମେଲ୍,ఇమెయిల్,ಇಮೇಲ್,மின்னஞ்சல்,ઈમેલ,ای میل
,UNIT_NAME,Unit Name,युनिटचे नाव,यूनिट नाम,ଇୁନିଟ୍ ନାମ,యూనిట్ పేరు,ಘಟಕ ಹೆಸರು,அலகு பெயர்,યુનિટનું નામ,یونٹ کا نام
,TYPE_OF_CENTER,Type Of Center,केंद्राचा प्रकार,केंद्र का प्रकार,କେନ୍ଦ୍ର ପ୍ରକାର,కేంద్రం రకం,ಕೇಂದ್ರದ ಪ್ರಕಾರ,மையத்தின் வகை,કેન્દ્રનો પ્રકાર,مرکز کی قسم
,MY_MAIN_SUBJECTS,Main subjects,मुख्य विषय,मुख्य विषय,ପ୍ରଧାନ ବିଷୟ,ప్రధాన విషయాలు,ಮುಖ್ಯ ವಿಷಯಗಳು,முக்கிய பாடங்கள்,મુખ્ય વિષયો,اہم مضامین
,LIFE_SKILLS,Life Skills,जीवन कौशल्ये,जीवन कौशल,ଜୀବନ କୌଶଳ,జీవిత నైపుణ్యాలు,ಜೀವನ ಕೌಶಲ್ಯ,வாழ்க்கைத் திறன்கள்,જીવન કૌશલ્ય,زندگی کی مہارتیں
,ENGLISH,English,इंग्रजी,अंग्रेजी,ଇଂରାଜୀ,ఇంగ్లీష్,ಇಂಗ್ಲಿಷ್,ஆங்கிலம்,અંગ્રેજી,انگریزی
,HOME_SCIENCE,Home Science,घर विज्ञान,गृह विज्ञान,ଘର ବିଜ୍ଞାନ,హోమ్ సైన్స్,ಗೃಹ ವಿಜ್ಞಾನ,வீட்டு அறிவியல்,ગૃહ વિજ્ઞાન,ہوم سائنس
,MATH,Math,गणित,गणित,ଗଣିତ,గణితం,ಗಣಿತ,கணிதம்,ગણિત,ریاضی
,LANGUAGE,Language,भाषा,भाषा,ଭାଷା,భాష,ಭಾಷೆ,மொழி,ભાષા,زبان
,SCIENCE,Science,विज्ञान,विज्ञान,ବିଜ୍ଞାନ,సైన్స్,ವಿಜ್ಞಾನ,அறிவியல்,વિજ્ઞાન,سائنس
,SOCIAL_SCIENCE,Social Science,सामाजिक विज्ञान,सामाजिक विज्ञान,ସାମାଜିକ ବିଜ୍ଞାନ,సామాజిక శాస్త్రం,ಸಮಾಜ ವಿಜ್ಞಾನ,சமூக அறிவியல்,સામાજિક વિજ્ઞાન,سوشل سائنس
,SUBJECTS_I_TEACH,Subject I Teach,मी शिकवतो तो विषय,मैं जो विषय पढ़ाता हूँ,ମୁଁ ପଢ଼ାଏଥିବା ବିଷୟ,నేను బోధించే విషయం,ನಾನು ಕಲಿಸುವ ವಿಷಯ,நான் கற்பிக்கும் பாடம்,હું જે વિષય ભણાવું છું,مضمون میں پڑھاتا ہوں۔
,MOTHER_NAME,Mother Name,आईचे नाव,माता का नाम,ମା’ଙ୍କ ନାମ,తల్లి పేరు,ತಾಯಿಯ ಹೆಸರು,தாய் பெயர்,માતાનું નામ,ماں کا نام
,HIGHEST_EDCATIONAL_QUALIFICATION_OR_LAST_PASSED_GRADE,Highest Educational Qualification or Last Passed Grade,उच्च शैक्षणिक पात्रता किंवा शेवटचा उत्तीर्ण वर्ग,उच्चतम शैक्षिक योग्यता या अंतिम उत्तीर्ण कक्षा,ସର୍ବାଧିକ ଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା ବା ଶେଷ ଉତ୍ତୀର୍ଣ୍ଣ କ୍ଲାସ,అత్యున్నత విద్యార్హత లేదా చివరి గ్రేడ్ ఉత్తీర్ణత,ಅತ್ಯುನ್ನತ ಶೈಕ್ಷಣಿಕ ಅರ್ಹತೆ ಅಥವಾ ಕೊನೆಯ ದರ್ಜೆಯಲ್ಲಿ ಉತ್ತೀರ್ಣ,உயர்ந்த கல்வித் தகுதி அல்லது கடைசியாக தேர்ச்சி பெற்ற வகுப்பு,ઉચ્ચતમ શૈક્ષણિક લાયકાત અથવા છેલ્લો ગ્રેડ પાસ કરેલ,اعلیٰ ترین تعلیمی قابلیت یا آخری پاس شدہ گریڈ
,MARITAL_STATUS,Marital Status,विवाहिक स्थिती,वैवाहिक स्थिति,ବିବାହିତ ସ୍ଥିତି,వైవాహిక స్థితి,ವೈವಾಹಿಕ ಸ್ಥಿತಿ,திருமண நிலை,વૈવાહિક સ્થિતિ,ازدواجی حیثیت
,TYPE_OF_PHONE_AVAILABLE,Type of Phone Available,उपलब्ध फोनचा प्रकार,उपलब्ध फोन का प्रकार,ଉପଲବ୍ଧ ଫୋନ୍ ପ୍ରକାର,అందుబాటులో ఉన్న ఫోన్ రకం,ಲಭ್ಯವಿರುವ ಫೋನ್ ಪ್ರಕಾರ,கிடைக்கும் தொலைபேசி வகை,ઉપલબ્ધ ફોનનો પ્રકાર,دستیاب فون کی قسم
